"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:24 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"Prey of Menhaden (2yr)"

timestep\group,"Mobile epifauna",Zooplankton,Infauna,Algae,Phytoplankton,Detritus,
1,0.02035304,0.2385656,0.008630669,0.06044433,0.4807571,0.1912492
2,0.01789544,0.2489312,0.007707849,0.06333112,0.4838462,0.1782881
3,0.01472046,0.2704989,0.006567601,0.066977,0.4822346,0.1590014
4,0.01498145,0.309713,0.006622077,0.06597201,0.4436967,0.1590147
5,0.01677512,0.3429819,0.007179728,0.06278881,0.4047434,0.1655309
6,0.0205969,0.3617982,0.008354508,0.0583923,0.3703614,0.1804968
7,0.02576573,0.3517551,0.009890212,0.05630706,0.3578727,0.1984092
8,0.02946912,0.3073152,0.01093057,0.05849199,0.3827121,0.211081
9,0.03383841,0.2632049,0.01217424,0.05881282,0.4035804,0.2283893
10,0.03782798,0.2115678,0.01339994,0.05925653,0.4324555,0.2454923
11,0.03604861,0.1505539,0.01303438,0.06166958,0.4917768,0.2469168
12,0.0460259,0.1237918,0.01620375,0.05661349,0.4685361,0.2888289
13,0.0391006,0.06910609,0.01402834,0.0590909,0.5529491,0.265725
14,0.02558128,0.04243424,0.0104182,0.06074784,0.6358507,0.2249678
15,0.02297857,0.03819896,0.01046771,0.05878295,0.6407437,0.2288281
16,0.01820059,0.04048922,0.009534379,0.06008416,0.6658524,0.2058393
17,0.01428197,0.05888048,0.008516603,0.06264703,0.6764335,0.1792403
18,0.01417527,0.115155,0.008887592,0.0609665,0.6270266,0.173789
19,0.0154187,0.199394,0.009622062,0.05642269,0.5473863,0.1717562
20,0.01811599,0.2817716,0.01082183,0.05000057,0.4653354,0.1739545
21,0.02143186,0.3406565,0.012098,0.04461989,0.4062432,0.1749505
22,0.02092938,0.3425772,0.01149053,0.04644574,0.4136398,0.1649172
23,0.02194656,0.346316,0.01172827,0.04561337,0.4054511,0.1689447
