"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:24 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,Mortality

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,0.1718401,0.16877,0.1608173,0.2618802,0.1290737,0.3263116,0.2738817,0.2348193,0.3079542,0.3147235,0.4240449,0.5298312,0.4700083,0.4956998,0.8952469,0.4089066,0.121876,0.7918885,0.3930501,0.6710876,1.436255,0.2030186,1.947186,0.4687171,0.5132252,0.5784496,0.3627368,0.456813,0.3247271,0.3361303,0.09935175,0.3370913,0.289299,0.630293,0.9882642,1.999927,0.3225366,0.4968704,0.6764849,0.6315536,0.6836337,0.7551909,1.097819,0.7460831,0.8768912,1.136485,1.047116,0.4267288,1.369149,0.3129287,0.4862853,0.9643315,1.519177,1.590923,0.1633502,0.952403,1.162796,1.520526,1.504471,1.663913,1.526198,1.591197,1.688862,0.81984,1.479611,2.876417,3.562552,4.867376,3.232984,2.379487,1.677975,2.656216,10.08936,5.583117,29.38696,26.40497,173.8227,0
2,0.1718345,0.1687146,0.1606447,0.2617118,0.1291634,0.3260833,0.2738065,0.2347577,0.3078944,0.3146253,0.4242174,0.5298313,0.4632113,0.4958164,0.8946017,0.4091335,0.1216521,0.7906954,0.39291,0.6710313,1.375074,0.2039152,1.927791,0.4679279,0.5129254,0.5650155,0.3622506,0.4353788,0.3240271,0.3228819,0.100583,0.3367213,0.288817,0.6293227,0.9653944,1.982711,0.3218278,0.4954884,0.6751382,0.6292611,0.6822119,0.7528539,1.093615,0.7439829,0.8764033,1.129397,1.042066,0.42598,1.358724,0.3127067,0.4852291,0.9587727,1.503604,1.57717,0.1632825,0.9496775,1.157035,1.392558,1.457796,1.625454,1.49525,1.557372,1.680678,0.814495,1.464002,2.819581,3.50502,4.728166,3.161124,2.364832,1.654762,2.607483,9.442921,5.366361,32.86282,27.85116,199.1326,0
3,0.1717925,0.1685859,0.1602424,0.2613764,0.1292465,0.3256057,0.2736441,0.2345702,0.3077278,0.3144117,0.4237425,0.5292192,0.4579828,0.4959486,0.8927161,0.4092417,0.1214504,0.7879295,0.3923882,0.6702628,1.288373,0.2020694,1.870897,0.4650421,0.5115738,0.5501453,0.3609698,0.418632,0.3223717,0.3103797,0.1003157,0.3361534,0.2879601,0.627423,0.9285851,1.950593,0.3197449,0.4918804,0.6722106,0.6257375,0.6787177,0.7479952,1.087618,0.7406394,0.8731993,1.116266,1.03132,0.4244071,1.337913,0.3120436,0.4825118,0.956521,1.473353,1.5463,0.1629293,0.94168,1.143882,1.233154,1.378868,1.555534,1.436988,1.498806,1.658509,0.8029965,1.433169,2.680488,3.363705,4.43863,3.015434,2.335019,1.609288,2.521496,8.454749,5.110155,35.36514,27.09879,223.654,0
4,0.1717519,0.1683286,0.1595826,0.2609425,0.1293487,0.3249913,0.27341,0.2343127,0.3075178,0.3141136,0.4230851,0.5285586,0.4531623,0.4961315,0.8898326,0.4093204,0.1210504,0.7846186,0.3916386,0.6688107,1.212839,0.2008753,1.838436,0.4624428,0.5102134,0.5367359,0.3601687,0.4049692,0.3215728,0.2979737,0.1002321,0.3352764,0.2865976,0.6251078,0.903913,1.934468,0.3188427,0.4869268,0.6693197,0.6225893,0.6748967,0.7444867,1.081785,0.7373406,0.8693203,1.107502,1.023758,0.4223609,1.320501,0.3110247,0.4800575,0.9717772,1.457004,1.518306,0.1623239,0.930249,1.135737,1.201724,1.42118,1.578031,1.456442,1.512908,1.673493,0.7970988,1.407606,2.507713,3.346453,4.450516,2.997052,2.306665,1.627917,2.554068,9.914851,5.369515,28.02814,23.71664,184.9849,0
5,0.1718503,0.1680875,0.1590841,0.2607353,0.1295326,0.3245722,0.2732324,0.234146,0.3074113,0.3138582,0.4232116,0.5286982,0.4474559,0.4964304,0.8877437,0.4095201,0.1201272,0.7830187,0.391374,0.6678959,1.133701,0.2005141,1.831051,0.4612389,0.5103481,0.5203437,0.3600346,0.3883342,0.3216841,0.281911,0.1002605,0.3343413,0.2851286,0.6235269,0.8740183,1.932016,0.3189657,0.4846721,0.6677714,0.6206869,0.6735806,0.7449403,1.079644,0.7359579,0.867325,1.111805,1.025255,0.4210082,1.31981,0.310444,0.4800031,0.9926056,1.469452,1.518541,0.1621393,0.928942,1.147408,1.111022,1.496929,1.634433,1.503647,1.553585,1.756601,0.7990355,1.408505,2.49036,3.478362,4.75613,3.12048,2.308328,1.703885,2.695299,12.68811,5.876633,23.58261,22.52144,158.4719,0
6,0.1721367,0.1680225,0.1590167,0.2608875,0.1298311,0.3245175,0.2732148,0.234197,0.3075052,0.3137571,0.4245355,0.5300399,0.4410969,0.4968642,0.8875259,0.4100145,0.118661,0.7843238,0.3920589,0.6682118,1.062923,0.2015257,1.847503,0.4629142,0.512284,0.5053072,0.3609483,0.3722515,0.323072,0.264924,0.100505,0.3337425,0.2839765,0.6233847,0.8475573,1.947116,0.3204906,0.4867472,0.6686937,0.6209489,0.675611,0.7498364,1.082625,0.7372113,0.8688449,1.129426,1.037987,0.4208196,1.339177,0.3106972,0.4826811,1.009577,1.510829,1.555375,0.1627084,0.942128,1.180891,1.057027,1.592647,1.713837,1.56952,1.61149,1.894647,0.8091218,1.439001,2.680562,3.696252,5.198835,3.318177,2.34095,1.804628,2.896245,16.09376,6.380951,17.91039,19.1922,119.1977,0
7,0.1725923,0.1682418,0.159354,0.2614013,0.1302187,0.3248456,0.2733852,0.2344901,0.3078228,0.3138954,0.4268038,0.5322374,0.43488,0.4973876,0.8891306,0.4108323,0.1168988,0.7881191,0.3935448,0.6697928,1.00477,0.2032928,1.865662,0.4667967,0.5153967,0.4934474,0.3624521,0.359866,0.3250497,0.2500294,0.1008231,0.3336872,0.283457,0.6246288,0.8245975,1.968339,0.322543,0.4919031,0.6714346,0.6228083,0.6799741,0.7568489,1.089797,0.7404006,0.8730249,1.151664,1.05579,0.4216687,1.368962,0.3116827,0.486793,1.011857,1.559246,1.611527,0.163794,0.9641637,1.222325,1.06593,1.668176,1.781734,1.62434,1.658956,2.029972,0.8212965,1.481532,3.000014,3.893422,5.578024,3.493328,2.391055,1.874418,3.054802,18.09218,6.598989,17.51892,19.66553,114.178,0
8,0.1731206,0.1686919,0.1598329,0.2620756,0.1306297,0.3253747,0.2736637,0.2349259,0.3082764,0.3142268,0.429296,0.5345188,0.4300591,0.4979213,0.8915153,0.4118874,0.115255,0.7929786,0.3952324,0.671946,0.9683686,0.2051514,1.872125,0.4716988,0.5184593,0.487087,0.363986,0.3549661,0.3268767,0.2405527,0.1011045,0.3341528,0.2835043,0.6265789,0.8094898,1.986434,0.3243521,0.497172,0.6744729,0.6253092,0.6846193,0.7629251,1.098319,0.7440912,0.877713,1.169037,1.070552,0.4228877,1.395869,0.3128864,0.4904232,0.9977028,1.594009,1.660018,0.1648749,0.9855427,1.253024,1.181669,1.698858,1.817677,1.651247,1.681252,2.109125,0.8301798,1.516034,3.285093,3.999324,5.748201,3.57896,2.436249,1.884453,3.103106,17.75568,6.430152,23.11491,25.16084,147.536,0
9,0.1736594,0.1692587,0.1603124,0.2627915,0.1310296,0.3260202,0.2739939,0.235447,0.3088265,0.3146936,0.4317978,0.536779,0.4276111,0.4984305,0.8941937,0.4132214,0.1140779,0.7987739,0.3968946,0.6741944,0.9650549,0.2072505,1.877329,0.4774234,0.5213541,0.4885836,0.365668,0.3599188,0.3287745,0.238822,0.101422,0.3350736,0.2839226,0.6290686,0.8128383,2.006465,0.3263361,0.5015966,0.6779805,0.6290599,0.6892298,0.7686118,1.107375,0.748283,0.8833761,1.18283,1.083553,0.4242153,1.420516,0.3140334,0.4935678,0.9803652,1.62386,1.69927,0.1657891,1.003389,1.271864,1.489177,1.728238,1.84999,1.67605,1.702253,2.143951,0.8395209,1.544518,3.473814,4.081946,5.880594,3.645476,2.470214,1.876992,3.114071,18.2335,6.25525,21.06436,22.71553,130.8039,0
10,0.1741664,0.1698599,0.1607836,0.263505,0.1313908,0.3267226,0.2743432,0.2359933,0.3094206,0.3152259,0.434181,0.5389148,0.4277274,0.4988861,0.8970586,0.4147887,0.1135236,0.8053314,0.39846,0.6764663,0.9911008,0.2091775,1.881481,0.4830101,0.5241245,0.4960155,0.367254,0.372214,0.3304548,0.2439977,0.101691,0.3363668,0.2845975,0.6319686,0.831475,2.024544,0.3281506,0.5054161,0.6816136,0.6336738,0.6936341,0.7735516,1.116378,0.7528155,0.8900837,1.193369,1.094364,0.4255783,1.442459,0.3151146,0.4963006,0.9599558,1.647598,1.729777,0.1665954,1.019013,1.28144,1.918415,1.746848,1.873146,1.693383,1.716962,2.142506,0.8482182,1.567981,3.592651,4.13735,5.974035,3.692575,2.496195,1.851558,3.08802,18.70422,6.039237,21.93386,23.31955,132.6358,0
