"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:23 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"PredationMortality of Dusky shark"

timestep\group,"Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks",
1,0.01847409,0.004838606,0.0006413738,0.008025844,0.01739328
2,0.01849572,0.004843776,0.0006445329,0.008031335,0.01739314
3,0.01853118,0.004850575,0.000648001,0.008040371,0.01740015
4,0.01858028,0.004859163,0.0006518037,0.008052609,0.01741448
5,0.01864346,0.004869847,0.0006559857,0.008068814,0.01743908
6,0.01871139,0.004881512,0.0006603248,0.008086892,0.01747071
7,0.01877884,0.004893566,0.0006646714,0.008105897,0.01750708
8,0.01883997,0.004905011,0.0006688382,0.00812411,0.01754331
9,0.01888599,0.004914409,0.0006725663,0.008138495,0.01757171
10,0.01891808,0.004921946,0.0006758602,0.008149269,0.0175918
11,0.01893746,0.0049277,0.0006787402,0.008156607,0.01760347
12,0.01893713,0.004930658,0.0006810312,0.00815805,0.01760165
13,0.0180044,0.00468989,0.0006468542,0.007755445,0.01671511
14,0.01798228,0.00468865,0.0006438697,0.007750215,0.0166904
15,0.01795575,0.004686369,0.0006406845,0.007742932,0.0166606
16,0.01793261,0.004684182,0.0006375085,0.007735926,0.01663025
17,0.01791675,0.004682381,0.0006344162,0.007729734,0.01659994
18,0.01790937,0.004681228,0.0006314439,0.007724222,0.0165691
19,0.01791102,0.004681164,0.0006286588,0.007719987,0.01653941
20,0.01791482,0.004681563,0.0006259405,0.007715712,0.01650901
21,0.01791688,0.00468212,0.0006232243,0.007711123,0.01647816
22,0.01791714,0.00468275,0.0006205136,0.007706666,0.01644804
23,0.01790916,0.004682259,0.0006176202,0.007700167,0.01641426
24,0.01790046,0.004681677,0.0006147347,0.007693999,0.01638159
25,0.01555093,0.00406849,0.0005319741,0.006674426,0.01415245
26,0.01552657,0.00406396,0.0005295956,0.006664782,0.01411071
27,0.01550473,0.004059733,0.0005272908,0.00665583,0.01407022
28,0.01548364,0.004055672,0.0005250233,0.00664709,0.01403003
29,0.01546591,0.004052121,0.0005228602,0.006639459,0.01399181
30,0.0154478,0.004048568,0.0005207064,0.006631718,0.01395321
31,0.015428,0.004044913,0.0005185303,0.006623541,0.01391389
32,0.0154056,0.004041073,0.0005163106,0.006614763,0.01387382
33,0.01537661,0.004036504,0.0005139485,0.006604261,0.01383108
34,0.01534173,0.004031275,0.0005114545,0.006592305,0.01378636
35,0.01530504,0.00402572,0.0005089196,0.006579942,0.01374136
36,0.01527005,0.004019971,0.0005063872,0.006567541,0.01369638
37,0.01726311,0.004542107,0.0005691815,0.007429497,0.01553724
38,0.01725992,0.004539805,0.0005632088,0.007422107,0.01550063
39,0.01727105,0.004539344,0.0005577031,0.007417919,0.01547008
40,0.01729806,0.004540962,0.0005527406,0.007417321,0.01544661
41,0.01734267,0.004544951,0.0005484009,0.007420952,0.01543207
42,0.01739918,0.004550711,0.0005445569,0.00742768,0.01542536
43,0.01745772,0.004557144,0.0005409612,0.007435854,0.01542405
44,0.01751303,0.004563822,0.0005374408,0.007444931,0.01542704
45,0.01755476,0.004569126,0.0005336825,0.007452001,0.01542765
46,0.01758189,0.004572734,0.000529617,0.007456427,0.01542351
47,0.01760029,0.004575094,0.0005253628,0.007459235,0.01541562
48,0.01761361,0.004576501,0.0005209671,0.007460442,0.01540375
49,0.01553611,0.004030993,0.0004491106,0.006556279,0.01344216
50,0.0155287,0.004027722,0.0004468273,0.006550458,0.01341469
51,0.01552047,0.004024428,0.0004445406,0.006544269,0.01338583
52,0.01551421,0.004021422,0.0004423185,0.006538261,0.01335651
53,0.01551114,0.004018847,0.0004401908,0.006532506,0.01332683
