"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:24 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,FeedingTime

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,1,1,1,1,1,1,1,1,1,1,1,1,0.9680897,1,1,1,0.9924096,1,1,1,0.9531158,1,0.9504884,1,1,0.9593073,1,0.9372213,1,0.9590331,1,1,1,1,0.9774377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9402934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,1,1,1,0.9447131,1,1,1,0.986399,1,1,1,0.9056764,1,0.9029651,1,1,0.9243838,1,0.8973387,1,0.9244674,1,1,1,1,0.9539774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8886825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,1,1,1,1,1,1,0.9243602,1,1,1,0.9767687,1,1,1,0.8485078,1,0.8474672,1,1,0.8834535,1,0.8616892,1,0.8863066,1,1,1,1,0.9180773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8034072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,1,1,0.9002666,1,1,1,0.9539359,1,1,1,0.7692832,1,0.7713546,1,1,0.8242329,1,0.814981,1,0.8327196,1,1,1,1,0.854582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.67866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,1,1,1,1,1,1,1,1,1,1,1,1,0.8723622,1,1,1,0.9156405,1,1,1,0.6858787,1,0.6913035,1,1,0.7606999,1,0.7655003,1,0.771696,1,1,1,1,0.7799244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.596643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,1,1,1,1,1,1,1,1,1,1,1,0.843679,1,1,1,0.8673763,1,1,1,0.6177615,1,0.6261268,1,1,0.7068875,1,0.7256077,1,0.716472,1,1,1,1,0.7138686,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.575511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,1,1,1,1,1,1,1,1,1,1,1,0.8199151,1,1,1,0.8202563,1,1,1,0.5778217,1,0.5883263,1,1,0.6747291,1,0.7067012,1,0.679612,1,1,1,1,0.6731043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6459616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1,1,1,0.8049839,1,1,1,0.7834078,1,1,1,0.5684267,1,0.5797948,1,1,0.6666155,1,0.711149,1,0.6665536,1,1,1,1,0.6633765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8342056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,0.7996756,1,1,1,0.7608438,1,1,1,0.5851757,1,0.5953513,1,1,0.6772436,1,0.7330512,1,0.6749482,1,1,1,1,0.6819826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.105963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,0.8048251,1,1,1,0.755399,1,1,1,0.6279355,1,0.6339007,1,1,0.7068467,1,0.7718827,1,0.70444,1,1,1,1,0.731769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.502172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
