"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:24 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"Prey of Spanish mackerel (1+yr)"

timestep\group,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Benthic coastal invertebrate feeders","Coastal omnivores","Reef omnivores","Surface pelagics",Sardine-herring-scad,"Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Mobile epifauna",Zooplankton,Infauna,Detritus,
1,0.00128862,0.001498281,0.001096745,9.635237E-05,0.008028111,5.097844E-06,0.003532406,0.002645262,0.00186496,0.0005854385,0.0162993,0.008940242,0.0631451,0.005008623,0.003246432,0.06373145,0.1490272,0.07687367,0.05631848,0.04636008,0.03134153,0.142932,0.01568017,0.02304961,0.1028412,0.01418249,0.00147439,0.05034168,0.01593748,0.02433439,0.01947115,0.02688147,0.02194064
2,0.001244325,0.001454411,0.00105518,9.332232E-05,0.007854095,4.918119E-06,0.003427268,0.002567962,0.001801932,0.0005657484,0.01577172,0.008725474,0.06157091,0.004861154,0.003190983,0.06250709,0.1451521,0.0792183,0.05749948,0.04744621,0.03155643,0.1410047,0.01522586,0.02241271,0.1045677,0.01449349,0.001559323,0.05123957,0.01480343,0.02431797,0.02255986,0.02699941,0.02324694
3,0.001164258,0.001364512,0.0009807291,8.760732E-05,0.007385569,4.588154E-06,0.003226507,0.002422001,0.00168753,0.0005295023,0.0149026,0.008307936,0.0588393,0.004601856,0.003095015,0.06044195,0.1383788,0.08224881,0.05880995,0.04853694,0.03175342,0.1375754,0.01445516,0.02147309,0.1082969,0.01490916,0.001694004,0.05276001,0.01345048,0.02437893,0.02921314,0.02775729,0.02526696
4,0.001089839,0.001278656,0.0009101516,8.280315E-05,0.0069831,4.292898E-06,0.003041978,0.002284484,0.001581859,0.0004952269,0.01412044,0.007933017,0.05657672,0.00435593,0.00301709,0.05921473,0.1326699,0.08614296,0.06010825,0.04938778,0.0317819,0.1346175,0.01366801,0.02075832,0.1197211,0.01503952,0.001750416,0.05286733,0.01230408,0.02384459,0.03144602,0.02663735,0.02428467
5,0.001036431,0.001215922,0.0008569875,7.719501E-05,0.006723017,3.940525E-06,0.002914671,0.002186431,0.00150796,0.0004699582,0.01357061,0.007691307,0.0553073,0.004176266,0.002978672,0.05912652,0.129177,0.08761799,0.06030405,0.04935998,0.03138334,0.1327309,0.0130383,0.02034255,0.1371426,0.01495089,0.001741355,0.05208963,0.01145301,0.02301015,0.02937161,0.02465681,0.0217867
6,0.00102231,0.001200123,0.0008377526,7.213694E-05,0.006725426,3.608037E-06,0.00289449,0.002163508,0.001492652,0.0004621695,0.01340423,0.007676011,0.05549766,0.004117391,0.002992631,0.06025467,0.1289561,0.0872904,0.05993654,0.04902164,0.03097817,0.1319218,0.01273604,0.02029274,0.1545818,0.01460152,0.001649405,0.05022785,0.01096476,0.02194036,0.02355654,0.02207872,0.01844887
7,0.00104101,0.001224418,0.0008468319,6.803936E-05,0.006930452,3.328924E-06,0.002964219,0.002203941,0.001526526,0.0004691759,0.01354174,0.007839804,0.05679075,0.004160014,0.003044776,0.06210627,0.1312064,0.0854652,0.05930344,0.04868988,0.03075498,0.1317141,0.01271593,0.02049072,0.1671112,0.01414817,0.001531754,0.04817134,0.01072701,0.02091555,0.01709555,0.01974317,0.01545423
8,0.001081524,0.001276418,0.0008749214,6.585829E-05,0.007258883,3.155118E-06,0.003094239,0.002288007,0.001593271,0.0004863207,0.01386136,0.008114379,0.05867337,0.004273277,0.003119056,0.06410209,0.1347624,0.08310077,0.05870876,0.04863059,0.03083042,0.1316907,0.01290501,0.02078114,0.171373,0.01373819,0.001432258,0.04657776,0.01060791,0.02019431,0.01235688,0.01826442,0.01387936
9,0.001146645,0.001360956,0.0009248261,6.70593E-05,0.007738367,3.152156E-06,0.003293292,0.002421205,0.00169619,0.0005150316,0.01438438,0.008513971,0.06117409,0.004464714,0.003216625,0.06626137,0.1398087,0.08130633,0.05842281,0.04898638,0.03125855,0.1320787,0.01332232,0.02120633,0.168107,0.01330452,0.001319828,0.04485341,0.01059567,0.01964378,0.008790136,0.01709194,0.01272182
10,0.001226027,0.001466092,0.0009878115,7.12461E-05,0.008285545,3.295043E-06,0.003532852,0.002583212,0.001819713,0.0005508276,0.0150077,0.008974021,0.0638876,0.004701278,0.003320949,0.06833538,0.1455662,0.07958718,0.05817684,0.04951514,0.03186363,0.1326952,0.01386259,0.02166855,0.1604389,0.01289035,0.001221108,0.04337541,0.01062331,0.01928216,0.006085018,0.01638773,0.01200712
