"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:24 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,Mortality

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1980,0.1728552,0.1689878,0.1602013,0.2621658,0.1302566,0.3258657,0.273849,0.2350915,0.308405,0.3146215,0.4282596,0.5334704,0.4433362,0.4973616,0.8934734,0.4118187,0.1177477,0.7949468,0.3948529,0.6723802,1.135359,0.2049766,1.879109,0.4723233,0.5170815,0.5216646,0.3637435,0.3944342,0.3261046,0.2765608,0.1008587,0.3358549,0.2857278,0.6287,0.8816745,1.985418,0.3237077,0.4964595,0.6756793,0.628726,0.6844552,0.7594957,1.099177,0.745457,0.8799576,1.152619,1.060147,0.4241584,1.383932,0.3130282,0.488505,0.9719413,1.558296,1.626449,0.1644112,0.9743845,1.20983,1.597656,1.599752,1.739165,1.586786,1.628106,1.911707,0.8250033,1.493822,3.05796,3.781444,5.300648,3.389316,2.404555,1.761875,2.857097,14.87449,5.862392,24.23547,23.2124,151.5826,0
1981,0.1674716,0.165365,0.1612387,0.2572749,0.1247345,0.3249755,0.2757331,0.4313258,0.3084669,0.3232841,0.4773551,0.576834,0.575376,0.4994268,1.206029,0.4738514,0.1312243,0.8521952,0.334419,0.6400657,1.782602,0.2031057,2.826326,0.5179735,0.5108922,0.6662155,0.3532734,0.5244778,0.326414,0.4127662,0.1606736,0.8649759,0.4100905,0.385211,1.608553,1.962094,0.3403648,0.5039421,0.675085,0.6455129,0.7020967,0.8143134,1.065442,0.7557523,0.9441552,1.114175,1.121034,0.5036703,1.369809,0.3624654,0.5315042,0.8888212,1.567562,1.57014,0.167181,1.011227,1.128883,2.473955,1.498716,1.548697,1.453819,1.50548,1.560456,0.8653255,1.457625,3.029238,3.611227,5.152558,3.288963,2.278984,1.539651,2.534656,8.939268,4.900678,28.80671,25.63483,153.5303,0
1982,0.1479483,0.1492766,0.1593888,0.2370382,0.1073951,0.3165995,0.2722496,0.3799583,0.2947233,0.3161601,0.4369636,0.520579,0.736814,0.3558086,1.289505,0.4974647,0.169727,0.8304875,0.4584178,0.7483881,1.598531,0.2014671,2.771402,0.5540165,0.4594501,0.6873806,0.402373,0.515582,0.3121192,0.4381597,0.2298179,0.6251479,0.4865657,0.3712169,1.320621,1.868542,0.28837,0.4988263,0.6557516,0.5758896,0.6873334,0.7539009,0.8955975,0.674246,0.8601714,0.9335276,1.010021,0.5276297,1.140321,0.3718269,0.5213296,0.7876653,1.366724,1.267769,0.1629909,0.9277563,0.9259662,1.864753,1.608551,1.69729,1.484368,1.557756,1.262785,0.7736773,1.214334,2.594183,3.484407,5.02003,3.247832,2.000608,1.443507,2.450687,9.066903,4.69901,27.57232,24.86755,149.6684,0
1983,0.1618266,0.1572624,0.1589309,0.2500105,0.1169751,0.3180499,0.28114,0.5692676,0.3088754,0.3272733,0.4499093,0.5346279,0.8108231,0.3991542,1.319959,0.5575402,0.1940086,0.915137,0.3820457,0.7036454,1.1908,0.2086724,2.286078,0.5155079,0.4968773,0.6647031,0.4348429,0.4613579,0.3202973,0.3645236,0.2141412,0.3460417,0.3385481,0.4963107,1.070717,1.84301,0.3787301,0.4950034,0.6779943,0.611163,0.7026849,0.813692,0.9799816,0.7376781,0.9635313,1.035046,1.052393,0.584213,1.238192,0.3593707,0.4972216,0.9148486,1.537327,1.379736,0.1652683,1.067517,1.045398,1.215345,1.643217,1.759083,1.623178,1.588928,1.571073,0.7804198,1.322678,2.612253,3.552384,4.889326,3.226639,2.113113,1.634735,2.621691,12.03043,5.455999,26.43494,24.38174,158.9944,0
1984,0.1463708,0.1452926,0.158782,0.2342198,0.1045342,0.313087,0.2833054,0.4402154,0.3037262,0.3207153,0.4331618,0.5315061,0.699965,0.3807048,1.380513,0.5685034,0.1851236,0.9059598,0.3497666,0.716646,1.656238,0.2140137,2.852329,0.4844772,0.4596025,0.6476637,0.3103599,0.4703668,0.3087054,0.322254,0.2023817,0.5143528,0.2836227,0.3030129,1.302819,1.68076,0.3713684,0.5165805,0.6786193,0.58837,0.6906282,0.8536384,0.8910683,0.7120538,0.9438511,0.9701075,1.053279,0.5901774,1.132022,0.3784133,0.4603834,0.8173438,1.409508,1.256072,0.1621162,1.030354,0.9311056,2.817479,1.585998,1.995352,1.789035,1.826036,1.432252,0.7548059,1.230201,2.827506,3.516992,5.35322,3.226511,2.110801,1.490742,2.516662,9.694377,4.822149,26.77952,24.27409,144.3837,0
1985,0.1503149,0.1469459,0.1587642,0.2379676,0.1047187,0.3156352,0.2924435,0.393431,0.3110783,0.3712812,0.4739939,0.5343748,0.8132508,0.4052881,1.332361,0.5595757,0.2070777,0.9402387,0.4283368,0.7486917,1.559056,0.2045476,2.811558,0.4671495,0.4721882,0.7034171,0.4294077,0.4913969,0.3039787,0.3458758,0.1811515,1.09606,0.5900646,0.363433,1.250965,1.565504,0.4057607,0.5290256,0.5651668,0.6088992,0.6726134,0.885685,0.9253838,0.7617304,0.9988975,1.001232,1.054821,0.5932223,1.172783,0.3769735,0.4573646,0.8525433,1.46733,1.273801,0.1617327,1.09488,0.9481917,2.070263,1.682234,1.629056,1.64481,1.660802,1.314238,0.744292,1.255603,2.661165,3.516687,4.633398,3.238092,1.963579,1.519772,2.490112,9.791273,4.97754,26.88177,24.65542,148.1566,0
1986,0.1492363,0.144349,0.1582615,0.2358858,0.1004091,0.3221699,0.3038025,0.4862728,0.3154629,0.4047131,0.5249438,0.5682542,0.7774362,0.3989477,1.562105,0.6570772,0.2459258,0.9379737,0.5808049,0.8181239,1.629186,0.2112987,3.421264,0.6793571,0.4699167,0.705265,0.4118015,0.4929465,0.333452,0.3288989,0.153415,0.8516154,0.5069213,0.8517595,1.291921,1.55609,0.4018408,0.5415003,0.622189,0.6053681,0.6887567,0.962516,0.9085906,0.779524,0.9974651,0.9772062,1.096266,0.7793702,1.144446,0.3956364,0.4817467,0.8544059,1.45845,1.242586,0.1598081,1.10385,0.9283774,2.019926,1.535953,1.749059,1.410407,1.640997,1.26149,0.7665192,1.238205,2.6085,3.466712,4.791151,3.252952,1.918613,1.519931,2.46821,8.866923,4.943635,27.24956,24.66216,149.465,0
1987,0.1491235,0.1419609,0.157502,0.234673,0.09682623,0.3156383,0.3163296,0.3923218,0.3059799,0.4081916,0.6582634,0.5658992,0.7634342,0.4163273,1.761723,0.6437092,0.2742372,0.9147653,0.7368234,0.7238225,1.44947,0.200253,3.153302,0.5408146,0.465335,0.6907013,0.3494513,0.4723763,0.2859417,0.2885544,0.1444281,1.38292,0.4000832,0.7158339,1.193519,1.537981,0.383045,0.5484113,0.6823186,0.5808001,0.678366,0.8677535,0.9073989,0.7230323,1.013446,0.9519185,1.072291,0.6298749,1.130906,0.4632973,0.4614212,0.8365451,1.48889,1.240582,0.1574044,1.13584,0.9248477,1.721109,1.732664,1.84447,1.777825,1.61457,1.341703,0.7408296,1.231717,2.667613,3.637796,5.915006,3.416532,2.489886,1.56982,2.561939,10.53031,5.117502,25.92165,24.58026,144.8473,0
1988,0.1658119,0.1516496,0.1580978,0.2504012,0.1048943,0.3267115,0.3363599,0.5315992,0.3243999,0.4046687,0.5585815,0.5955011,0.7937641,0.4632921,1.421471,0.6410363,0.2929063,0.993787,0.6846201,0.8130479,1.467051,0.2239089,2.998005,0.5813894,0.5119361,0.7712888,0.3803076,0.5065777,0.2936621,0.2920117,0.176673,1.584815,0.4394108,0.8802245,1.264695,1.627542,0.4395063,0.5756404,0.6685579,0.6396161,0.6835081,0.964194,1.040377,0.8182197,1.149091,1.063515,1.14767,0.5366568,1.285711,0.6249452,0.527072,0.9382921,1.757431,1.39793,0.1612273,1.32127,1.060796,1.820459,1.609729,1.798309,1.607511,1.713062,1.538453,0.7960105,1.402045,2.850881,3.630877,5.893514,3.343992,2.815751,1.648639,2.603332,11.37801,5.28999,26.00934,23.70598,142.7768,0
1989,0.1418257,0.1343279,0.1560203,0.2259377,0.08685534,0.3150048,0.3416503,0.489948,0.2984622,0.3609668,0.6368034,0.5174845,0.7503131,0.4487561,1.562517,0.6075087,0.2713507,0.8589595,0.8456925,0.8053012,1.699839,0.2237925,3.014188,0.5382336,0.4396621,0.6827652,0.356918,0.4846734,0.4394006,0.2939041,0.1214525,1.783899,0.3791421,0.9776261,1.301247,1.558746,0.40775,0.5363768,0.6365188,0.5451413,0.6313971,0.7995602,0.8632452,0.6755586,0.9806771,0.8605585,0.9880994,0.5741391,1.020662,0.4880539,0.5276574,0.806773,1.399496,1.134665,0.1531285,1.09908,0.844246,1.853306,1.632223,1.858654,1.699387,1.734167,1.288182,0.7375692,1.134125,2.523393,3.322865,6.839754,3.159951,1.972098,1.467224,2.426932,9.495001,4.858966,25.58932,24.17023,142.5828,0
