"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:25 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,FIB

year,value
1980,0.2041851
1981,0.04874824
1982,0.138488
1983,0.2814595
1984,0.2937197
1985,0.2720953
1986,0.1611645
1987,0.2130457
1988,0.1271589
1989,0.2116367
1990,0.1270547
1991,0.2579689
1992,0.2767224
1993,0.2528673
1994,0.3096979
1995,0.2656337
1996,0.1403887
1997,0.2694221
1998,0.1879234
1999,0.3204184
2000,0.2618038
2001,0.2075804
2002,0.2776252
2003,0.2461064
2004,0.2680731
2005,0.2709715
2006,0.2199708
2007,0.1545589
2008,-0.02459775
2009,0.0963287
2010,0.3393576
2011,0.3923643
2012,0.3905504
2013,0.2383336
2014,0.2042955
2015,0.2452918
2016,0.4855684
