"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:25 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,TLC

timestep,value
1,2.346295
2,2.338783
3,2.336465
4,2.362655
5,2.392483
6,2.419296
7,2.425018
8,2.395064
9,2.36931
10,2.338934
11,2.290247
12,2.297977
13,2.302806
14,2.24701
15,2.229127
16,2.202465
17,2.182784
18,2.203429
19,2.253974
20,2.318132
21,2.375915
22,2.378829
23,2.389614
24,2.362654
25,2.313998
26,2.311355
27,2.322016
28,2.350791
29,2.36335
30,2.382079
31,2.404966
32,2.409415
33,2.410456
34,2.389586
35,2.301622
36,2.26917
37,2.278079
38,2.315013
39,2.348177
40,2.37356
41,2.394604
42,2.427306
43,2.471223
44,2.499818
45,2.4925
46,2.39681
47,2.273359
48,2.250682
49,2.230503
50,2.220743
51,2.214433
52,2.214609
53,2.219914
54,2.229802
55,2.247558
56,2.269254
57,2.251733
58,2.207711
59,2.188243
60,2.179266
61,2.20524
62,2.209262
63,2.229994
64,2.267338
65,2.319532
66,2.387203
67,2.441339
68,2.447339
69,2.402958
70,2.322741
71,2.274981
72,2.287594
73,2.310516
74,2.318081
75,2.330526
76,2.342626
77,2.343196
78,2.358333
79,2.39063
80,2.410046
81,2.329963
82,2.295377
83,2.289561
84,2.311215
85,2.31817
86,2.31891
87,2.336856
88,2.372469
89,2.397935
90,2.410501
91,2.436091
92,2.43156
93,2.426012
94,2.365075
95,2.281593
96,2.220966
97,2.23274
98,2.288877
99,2.352666
100,2.417782
101,2.486444
102,2.537632
103,2.52925
104,2.490203
105,2.419813
106,2.314285
107,2.232018
108,2.195777
109,2.190866
110,2.217731
111,2.255496
112,2.298233
113,2.327055
114,2.344142
115,2.386329
116,2.39179
117,2.376588
118,2.358358
119,2.341913
120,2.286815
121,2.230946
122,2.207391
123,2.204739
124,2.21397
125,2.234124
126,2.269779
127,2.309474
128,2.334789
129,2.337266
130,2.326198
131,2.285977
132,2.236596
133,2.237762
134,2.254212
135,2.284591
136,2.31952
137,2.357064
138,2.403625
139,2.451174
140,2.459658
141,2.446441
142,2.351272
143,2.262913
144,2.240359
145,2.255696
146,2.263348
147,2.285321
148,2.313085
149,2.335995
150,2.347381
151,2.340329
152,2.363086
153,2.371661
154,2.341056
155,2.284709
156,2.271673
157,2.281243
158,2.287394
159,2.285241
160,2.284257
161,2.292933
162,2.30155
163,2.300968
164,2.307379
165,2.304111
166,2.302758
167,2.28519
168,2.284985
169,2.262428
170,2.264547
171,2.288023
172,2.317596
173,2.363467
174,2.39148
175,2.413213
176,2.424905
177,2.407297
178,2.345959
179,2.276885
180,2.251248
181,2.273091
182,2.285297
183,2.320221
184,2.344079
185,2.363436
186,2.39239
187,2.424357
188,2.460226
189,2.45249
190,2.398127
191,2.353508
192,2.301358
193,2.26188
194,2.245189
195,2.233186
196,2.221695
197,2.222035
198,2.245368
199,2.273267
200,2.3064
201,2.309907
202,2.28375
203,2.258575
204,2.261148
205,2.270351
206,2.286741
207,2.31799
208,2.356279
209,2.386325
210,2.41824
211,2.46673
212,2.496141
213,2.488039
214,2.436514
215,2.362182
216,2.272068
217,2.256379
218,2.27067
219,2.307921
220,2.348751
221,2.388119
222,2.406679
223,2.430864
224,2.470199
225,2.434506
226,2.38164
227,2.341588
228,2.306118
229,2.273203
230,2.288352
231,2.315541
232,2.335671
233,2.356601
234,2.366616
235,2.388258
236,2.408195
237,2.390999
238,2.353896
239,2.275081
240,2.239606
241,2.266107
242,2.198119
243,2.177667
244,2.216823
245,2.284586
246,2.356941
247,2.45445
248,2.529249
249,2.534673
250,2.474622
251,2.399807
252,2.364017
253,2.312818
254,2.310497
255,2.339822
256,2.377541
257,2.395826
258,2.421871
259,2.444401
260,2.451216
261,2.410772
262,2.371775
263,2.282721
264,2.265614
265,2.254589
266,2.28236
267,2.305828
268,2.339447
269,2.374608
270,2.432692
271,2.484267
272,2.492747
273,2.431055
274,2.372019
275,2.3255
276,2.291537
277,2.299183
278,2.295977
279,2.325096
280,2.345445
281,2.360546
282,2.38139
283,2.394084
284,2.390745
285,2.383471
286,2.345691
287,2.279101
288,2.249902
289,2.243344
290,2.24511
291,2.254067
292,2.260553
293,2.268347
294,2.292351
295,2.339152
296,2.355565
297,2.347484
298,2.307832
299,2.272186
300,2.266206
301,2.332365
302,2.391
303,2.441669
304,2.485496
305,2.508534
306,2.514973
307,2.530307
308,2.469261
309,2.425211
310,2.375063
311,2.310732
312,2.253763
313,2.211852
314,2.235383
315,2.303009
316,2.375034
317,2.443211
318,2.493093
319,2.513221
320,2.481513
321,2.381258
322,2.325303
323,2.331015
324,2.352986
325,2.360236
326,2.384721
327,2.388135
328,2.383936
329,2.391324
330,2.373764
331,2.376841
332,2.363702
333,2.366565
334,2.33323
335,2.277261
336,2.238936
337,2.275339
338,2.257551
339,2.257422
340,2.292675
341,2.358181
342,2.425042
343,2.485894
344,2.506164
345,2.520743
346,2.542918
347,2.49763
348,2.417084
349,2.383968
350,2.372477
351,2.373508
352,2.387696
353,2.410773
354,2.439217
355,2.452964
356,2.45492
357,2.401592
358,2.366515
359,2.364321
360,2.368139
361,2.333045
362,2.340261
363,2.34022
364,2.338623
365,2.341976
366,2.350549
367,2.362488
368,2.374075
369,2.355327
370,2.330894
371,2.270502
372,2.239284
373,2.230752
374,2.181272
375,2.163549
376,2.17072
377,2.223404
378,2.298814
379,2.368747
380,2.416523
381,2.438714
382,2.411426
383,2.331166
384,2.321981
385,2.388866
386,2.443791
387,2.494378
388,2.533881
389,2.571315
390,2.56947
391,2.528665
392,2.443923
393,2.359338
394,2.300967
395,2.253323
396,2.182602
397,2.177923
398,2.180959
399,2.198661
400,2.248599
401,2.336185
402,2.421443
403,2.495001
404,2.557973
405,2.562624
406,2.503988
407,2.392077
408,2.319486
409,2.286556
410,2.292901
411,2.309197
412,2.336054
413,2.357962
414,2.367787
415,2.383802
416,2.361843
417,2.325253
418,2.313174
419,2.283343
420,2.252788
421,2.25511
422,2.225982
423,2.217349
424,2.235294
425,2.274416
426,2.330744
427,2.400859
428,2.493509
429,2.530403
430,2.466732
431,2.370359
432,2.33257
433,2.425436
434,2.481302
435,2.519937
436,2.537197
437,2.535093
438,2.52245
439,2.466612
440,2.417506
441,2.413383
442,2.372502
443,2.229593
444,2.201574
