"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 5:44:24 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,TS_updated_IB13
StartYear,1980
"<HEADER end/>"

Data,"Prey of Zooplankton"

timestep\group,Zooplankton,Phytoplankton,Detritus,
1,0.04424426,0.7083134,0.2474423
2,0.0439181,0.7136599,0.2424219
3,0.04443468,0.7144017,0.2411637
4,0.05049073,0.6839852,0.265524
5,0.05731599,0.6533803,0.2893037
6,0.06408884,0.6271827,0.3087285
7,0.06575133,0.6200404,0.3142082
8,0.05753164,0.6441568,0.2983116
9,0.04916998,0.6590486,0.2917814
10,0.03872108,0.6767817,0.2844972
11,0.02586645,0.7165074,0.2576262
12,0.02154713,0.6854277,0.2930251
13,0.01218857,0.7441185,0.243693
14,0.006819223,0.8006912,0.1924896
15,0.00590864,0.8001033,0.1939879
16,0.005938392,0.820483,0.1735787
17,0.008143108,0.8358598,0.1559972
18,0.01531859,0.8157085,0.1689728
19,0.02631316,0.7785457,0.1951411
20,0.03846181,0.7359749,0.2255633
21,0.04848084,0.7052315,0.2462876
22,0.04652265,0.7219837,0.2314937
23,0.04599686,0.7182834,0.2357197
24,0.03900334,0.7454267,0.21557
25,0.03382397,0.7703177,0.1958584
26,0.03265,0.7726851,0.1946649
27,0.03396117,0.7695884,0.1964505
28,0.03793703,0.7528166,0.2092463
29,0.03890541,0.7550663,0.2060282
30,0.04142046,0.7443173,0.2142623
31,0.04534748,0.7255279,0.2291246
32,0.04619803,0.7197463,0.2340556
33,0.04620323,0.7125376,0.2412592
34,0.04141808,0.7243199,0.234262
35,0.02661565,0.7933238,0.1800606
36,0.0233403,0.8057255,0.1709343
37,0.02838645,0.7899519,0.1816616
38,0.0376108,0.7598975,0.2024917
39,0.04609966,0.7332932,0.2206071
40,0.05298664,0.7084944,0.238519
41,0.05884893,0.6843944,0.2567567
42,0.06763142,0.6507114,0.2816572
43,0.07927939,0.6165482,0.3041725
44,0.08633735,0.5974166,0.316246
