"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/7/2023 6:10:28 PM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,-
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_01
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production","ChlA (depth integrated)"
"Layer 1 Surface temp","Temperature - surface"
"Layer 2 Bottom temp","Temperature - bottom"
"Layer 3 PP","ChlA (depth integrated)"
"Layer 4 Average temp","Salinity - average"
"Layer 5 Salinity","Salinity - average"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
318,0.02516546,0.001170712,0.001419274,0.03635169,0.03010118,0.1860527,0.009515112,0.002376465,0.0543454,0.00194714,0.01174154,0.002939336,0.0002061287,0.0199524,0.01620372,0.000888276,0.0007800642,0.04675674,0.001203591,0.02493401,7.115406E-05,0.03062989,7.533286E-05,0.01354774,0.07270392,0.003183531,0.002381879,0.0002079098,0.00165509,3.889628E-05,0.001165054,0.0004273112,0.0002038012,0.02133809,0.0002416859,0.001270502,0.0003144556,3.164654E-06,2.634935E-05,0.001854153,0.0657433,0.01053524,0.298259,0.002285992,0.0136731,0.0009746311,0.008185698,0.009314087,9.38905,0.000126872,0.01827787,0.1284605,1.725723,0.1298609,0.0002002056,0.0002469404,0.01144901,0.1751059,0.3363695,0.06639469,0.04144701,0.04367215,0.05191862,0.03297596,0.0001749464,1.663467,0.008795572,0.003079506,0.03145593,0.07870997,17.51853,1.619441,3.181743,4.384874,11.57534,6.334313,10.97834,20.13391
319,0.02515932,0.001167557,0.001414686,0.03629411,0.03010958,0.1862884,0.00951459,0.002376408,0.05432027,0.001949938,0.01196694,0.002949103,0.0002066575,0.01989817,0.0159366,0.00088267,0.0007746259,0.04517386,0.001201128,0.02418648,7.129662E-05,0.03049668,7.585563E-05,0.01360581,0.07266639,0.00295873,0.002372884,0.0002090585,0.001630534,3.834688E-05,0.001160757,0.000418919,0.000203437,0.02021695,0.0002268616,0.001315147,0.0003364591,3.152733E-06,2.641614E-05,0.001848707,0.0652306,0.009339574,0.3008591,0.002297155,0.0136761,0.0009750957,0.008302878,0.009247771,9.238285,0.0001262342,0.01839144,0.1289681,1.724343,0.1273379,0.0001983672,0.0002406768,0.01133141,0.2019332,0.3581013,0.06684366,0.04365865,0.04517084,0.04657104,0.0318082,0.0001736708,1.616352,0.00894913,0.002569727,0.02599613,0.07787445,17.54985,1.412908,3.898518,5.056262,12.68961,4.951135,11.88927,22.79873
320,0.02515299,0.001164492,0.001410096,0.03622744,0.03011952,0.1865717,0.009514133,0.002375643,0.05429373,0.001953062,0.01218789,0.002959623,0.0002073606,0.01984292,0.0155649,0.0008748547,0.00075674,0.0435135,0.001198542,0.02298858,7.374307E-05,0.03085208,7.691036E-05,0.01364566,0.07265984,0.002713962,0.002348882,0.0002099745,0.001583631,3.793646E-05,0.001157488,0.0004078289,0.0002028857,0.01883172,0.0002037071,0.001361672,0.0003482583,3.152536E-06,2.641933E-05,0.001848505,0.06451616,0.008267376,0.3038698,0.002302961,0.0136887,0.000973003,0.008430094,0.009136621,9.087521,0.0001254746,0.01849825,0.1298148,1.730906,0.1244783,0.000196492,0.0002345681,0.01133935,0.2239036,0.3824911,0.07424933,0.04623692,0.04825462,0.04146209,0.03060714,0.0001725196,1.610879,0.008639214,0.002089785,0.02121602,0.07792153,17.79995,1.209368,4.939964,5.82269,13.45068,3.88256,11.95698,24.52203
321,0.02514634,0.001161293,0.001405936,0.03615743,0.03012626,0.1868726,0.009513753,0.002373826,0.05426602,0.001956308,0.01239703,0.002967612,0.0002080128,0.01978671,0.01540884,0.0008687247,0.0007442664,0.04187052,0.001195228,0.02298893,7.791687E-05,0.03157297,7.799167E-05,0.01364017,0.07260987,0.002618077,0.002322088,0.0002122776,0.001551693,3.775497E-05,0.001155622,0.0003965234,0.0002021265,0.01867197,0.0001994405,0.001448704,0.00035475,3.167639E-06,2.641447E-05,0.001851597,0.06372721,0.007351677,0.3069106,0.002301053,0.0137018,0.0009690847,0.008631672,0.009007431,8.919009,0.000124706,0.0185843,0.1306782,1.738164,0.1236163,0.0001947701,0.0002281674,0.01154591,0.2265361,0.4129798,0.08738945,0.04803657,0.05284751,0.0368603,0.02942097,0.0001721675,1.642083,0.009635909,0.00277666,0.01784998,0.07868504,18.20388,1.095989,6.088238,6.468758,13.87669,3.304028,11.59139,25.07727
322,0.02513383,0.001157866,0.001402476,0.03608216,0.03012565,0.1869886,0.009512753,0.00237064,0.05423289,0.001959467,0.01252958,0.002972893,0.0002082427,0.01973896,0.01536882,0.000865458,0.0007475087,0.04198828,0.001191274,0.02371408,7.532117E-05,0.03126884,7.703776E-05,0.01356958,0.07248956,0.002882547,0.002329619,0.0002143366,0.001604997,3.757586E-05,0.001150511,0.0003992304,0.0002011079,0.0199813,0.0001990757,0.001429749,0.0003450653,3.197319E-06,2.633062E-05,0.001848708,0.06289242,0.007579494,0.3095126,0.002290761,0.01369933,0.0009624681,0.008767581,0.008876582,8.893995,0.0001242857,0.01864672,0.1312173,1.741078,0.1247419,0.0001935464,0.0002217108,0.01171616,0.2143123,0.4342895,0.1018392,0.04822757,0.05635568,0.03876674,0.0298006,0.0001729882,1.675645,0.01130356,0.004044821,0.02367792,0.07953695,19.1137,1.274214,6.978374,6.667528,13.47036,2.784105,10.49529,25.02852
323,0.02511847,0.001154369,0.001399668,0.03601206,0.03011944,0.1870268,0.009512165,0.002367724,0.05419982,0.001962601,0.01262062,0.002978348,0.0002080666,0.01969468,0.01535456,0.0008633503,0.0007566519,0.04326694,0.001187819,0.02435235,7.354761E-05,0.03090579,7.711205E-05,0.01356023,0.07234798,0.003074836,0.00234963,0.0002117928,0.00165907,3.715086E-05,0.001145977,0.0004140387,0.0002001559,0.02033385,0.0001882606,0.001353168,0.0003288645,3.239621E-06,2.61645E-05,0.00183856,0.06200701,0.008512663,0.3104452,0.002273179,0.01368154,0.0009549152,0.00877548,0.008743635,8.989144,0.0001241829,0.01869961,0.1315727,1.740051,0.1267196,0.000192529,0.0002197155,0.01177216,0.1934087,0.4416467,0.1128786,0.04655512,0.05863353,0.04370109,0.03116631,0.0001717198,1.734738,0.01093855,0.004833253,0.03186465,0.08024175,19.87462,1.526787,7.341771,6.55544,11.20661,2.561352,7.881129,23.4459
324,0.02510307,0.001150868,0.001397345,0.0359548,0.03011382,0.1870886,0.009512301,0.002365591,0.05416938,0.001965569,0.01270937,0.002985246,0.0002077599,0.01965063,0.0153458,0.0008616775,0.0007674643,0.04385875,0.001184994,0.02417682,7.341337E-05,0.03062869,7.886459E-05,0.01360152,0.07224144,0.00299837,0.002350806,0.0002086798,0.00165499,3.696285E-05,0.001141801,0.0004196788,0.0001995173,0.01954737,0.0001821128,0.001286012,0.0003084828,3.287873E-06,2.601996E-05,0.001822219,0.0612101,0.00955003,0.3107446,0.002258614,0.01364337,0.0009431808,0.008777595,0.008635708,9.112635,0.0001241672,0.01875573,0.1318369,1.73366,0.1280528,0.0001915699,0.00021972,0.0117867,0.169526,0.4285527,0.1174999,0.04329744,0.0592588,0.04774405,0.03209581,0.0001684656,1.825216,0.009450686,0.004725684,0.03763837,0.08083479,20.28395,1.678267,6.837713,6.186604,8.739278,2.997501,5.759594,19.08688
325,0.02508412,0.001147389,0.00139521,0.03591467,0.03011048,0.1869354,0.009508962,0.002360204,0.05412222,0.001968481,0.01283432,0.002993176,0.0002086867,0.01966317,0.01524225,0.0008613459,0.000789466,0.04391601,0.001181198,0.02359514,8.243733E-05,0.03079076,8.802739E-05,0.01389335,0.07217057,0.002857437,0.002347412,0.0002068745,0.001643538,3.644932E-05,0.001140347,0.0004226606,0.0001991034,0.0184491,0.000198981,0.001356799,0.0002971111,3.335464E-06,2.59798E-05,0.001817,0.0609303,0.01051272,0.3108559,0.002263533,0.01361793,0.0009422607,0.008957252,0.008682927,9.22266,0.0001240075,0.01884523,0.1315614,1.717862,0.1283324,0.0001905789,0.0002205452,0.01181522,0.148,0.3992556,0.1163939,0.03989308,0.05707482,0.04945971,0.03242642,0.0001682903,1.910431,0.007968366,0.004139761,0.03884778,0.08050585,20.24323,1.686659,5.709621,5.619049,7.370489,4.030142,4.92767,14.72786
326,0.02506585,0.001143955,0.001392919,0.03589033,0.0301095,0.1867325,0.009503268,0.002353257,0.05406355,0.001971556,0.01297441,0.003001723,0.0002099719,0.01969224,0.01509711,0.0008610061,0.0008146907,0.04338967,0.001176596,0.02255298,8.919795E-05,0.03112501,9.345103E-05,0.01428853,0.07213697,0.002585156,0.002318159,0.0002052638,0.001587685,3.616244E-05,0.001137789,0.0004202233,0.0001990598,0.01705561,0.0002471409,0.001490416,0.0003007528,3.369139E-06,2.596911E-05,0.00181832,0.06113376,0.01120085,0.3109653,0.002282504,0.0135971,0.0009498246,0.009347778,0.00883187,9.287295,0.0001236242,0.01894346,0.1309792,1.697321,0.1266233,0.0001895155,0.0002217507,0.01191287,0.1319458,0.3632861,0.1106565,0.03655291,0.0533435,0.04860708,0.03215211,0.0001692952,1.961261,0.006405931,0.003276302,0.03607049,0.07946972,19.98934,1.575305,4.522563,5.030356,6.705637,5.405022,4.686194,12.54724
327,0.02504427,0.001140502,0.001390255,0.03587243,0.03010819,0.1864548,0.009495875,0.002344721,0.05399384,0.001974491,0.01310337,0.003007411,0.0002112762,0.01972375,0.01494892,0.0008603036,0.0008405878,0.04443831,0.001170271,0.0228966,8.951689E-05,0.03116774,9.545251E-05,0.01464462,0.07204931,0.002663848,0.0023057,0.0002076189,0.001588712,3.590698E-05,0.001135054,0.0004247771,0.0001990234,0.01749093,0.000280393,0.001606782,0.0003036227,3.384185E-06,2.606305E-05,0.001825162,0.06149464,0.01192243,0.3110165,0.002303134,0.01356167,0.0009593062,0.009726018,0.009008555,9.369477,0.0001231625,0.01902249,0.1299124,1.669151,0.1257535,0.0001883699,0.0002229104,0.01186612,0.1265006,0.3246385,0.1008549,0.03396121,0.0491791,0.05069596,0.03232294,0.0001707589,1.920464,0.005487531,0.003142892,0.03528722,0.07739733,19.14747,1.522998,3.556865,4.423506,7.580412,6.854203,5.983412,11.95194
328,0.02501782,0.001137009,0.001386973,0.03585054,0.03010452,0.1860969,0.009486469,0.002335824,0.05391536,0.001977376,0.01321515,0.003010501,0.0002125425,0.01975664,0.01480131,0.0008596358,0.0008663034,0.04595798,0.001163805,0.02373595,8.783505E-05,0.03097157,9.590277E-05,0.01496978,0.07191865,0.002875112,0.002322622,0.0002096276,0.001651795,3.56636E-05,0.001131391,0.000442751,0.000198944,0.01893936,0.0003138693,0.001735765,0.0003093526,3.381314E-06,2.616606E-05,0.00183428,0.06189401,0.01250529,0.3111121,0.002324933,0.01353486,0.000972565,0.01000412,0.009204267,9.438952,0.0001229578,0.01908784,0.1285646,1.640723,0.1246415,0.0001871583,0.000223874,0.01180136,0.1313276,0.2973251,0.09041709,0.03263067,0.04594635,0.05322985,0.0326357,0.0001716112,1.821969,0.005635111,0.003282812,0.03519502,0.07469396,18.24856,1.492051,3.055864,4.035441,8.909675,7.734459,7.725847,14.00606
329,0.02498962,0.001133462,0.001383043,0.03581981,0.03010025,0.1857467,0.009476646,0.002327878,0.053835,0.001980241,0.01332667,0.003012322,0.0002137757,0.01979182,0.01467182,0.0008593507,0.0008914929,0.04641919,0.001158437,0.02467081,8.801987E-05,0.0313074,9.563869E-05,0.01535286,0.07177367,0.003059992,0.002360035,0.0002103552,0.001721227,3.525717E-05,0.001127564,0.0004625243,0.0001987674,0.02092706,0.0003301569,0.001897471,0.000329299,3.367066E-06,2.625483E-05,0.001842435,0.06221475,0.01205236,0.3115725,0.002347614,0.01351808,0.0009847387,0.01024775,0.009353606,9.375103,0.0001229393,0.01914359,0.1273713,1.618875,0.1234911,0.000185915,0.0002223958,0.011645,0.1450551,0.2857108,0.08164564,0.03248761,0.04383213,0.05301983,0.03239565,0.0001709743,1.703385,0.006642988,0.003631044,0.03508598,0.07213486,17.77002,1.509367,3.009428,4.038808,10.74684,7.830501,10.16094,17.16713
330,0.02496472,0.001129933,0.001378632,0.03577863,0.03009979,0.1855085,0.009466407,0.002321561,0.05375674,0.001983098,0.01346817,0.003013835,0.0002152972,0.01983038,0.01457112,0.0008595785,0.000915085,0.04532384,0.001155311,0.02501741,8.674692E-05,0.03160058,9.46591E-05,0.01554035,0.07165698,0.003142621,0.002392113,0.0002124896,0.001789758,3.48322E-05,0.00112591,0.0004679715,0.0001987676,0.02151664,0.0003494693,0.002026969,0.0003573345,3.350729E-06,2.628166E-05,0.001851263,0.06255081,0.01096891,0.3133658,0.002374995,0.01354297,0.0009955349,0.01078134,0.009459478,9.23538,0.0001228823,0.01921036,0.1266513,1.607697,0.1220525,0.0001846613,0.0002177636,0.01176598,0.1707778,0.2946251,0.07640891,0.03376793,0.04361545,0.04919645,0.03139896,0.0001726916,1.613775,0.007795315,0.003780597,0.03174902,0.07022185,17.53285,1.441255,3.450121,4.494291,12.90246,7.138669,13.0057,21.28885
331,0.02494193,0.001126683,0.001374107,0.03572427,0.03010416,0.1854234,0.009457728,0.002316723,0.05368716,0.00198622,0.01364507,0.003017766,0.0002172486,0.0198669,0.01431842,0.0008570107,0.000916563,0.04369781,0.001153687,0.02427622,8.762955E-05,0.03207082,9.409092E-05,0.01550758,0.07159641,0.00293358,0.002395902,0.0002156937,0.001773762,3.458101E-05,0.001125953,0.0004626496,0.0001986638,0.02041414,0.000340397,0.002169331,0.0003723749,3.34118E-06,2.623237E-05,0.001856862,0.0625665,0.009800574,0.3161689,0.002393469,0.01358202,0.0009981805,0.01134414,0.009463814,9.086935,0.0001226048,0.01929202,0.1266399,1.611785,0.1196932,0.000183157,0.0002125134,0.01195624,0.2065789,0.3145615,0.07500987,0.03636726,0.04420044,0.04415315,0.03018448,0.0001739974,1.56693,0.00824437,0.003531728,0.02745179,0.06928339,17.55177,1.303456,4.460591,5.340724,14.83267,5.81392,14.66592,26.1792
332,0.02492198,0.001123682,0.001370015,0.03566137,0.03010997,0.1854684,0.00945079,0.00231216,0.05362542,0.001989628,0.01384777,0.003023569,0.0002193364,0.01990149,0.01395118,0.0008520859,0.0009102086,0.04197279,0.001152196,0.02298961,8.718034E-05,0.03263152,9.627017E-05,0.01536078,0.07158259,0.002686445,0.00238169,0.0002189397,0.001734959,3.420893E-05,0.001128481,0.0004536684,0.0001983513,0.01895657,0.0003161072,0.002219637,0.0003890572,3.346466E-06,2.61395E-05,0.001857801,0.06220615,0.008724773,0.3193425,0.002401975,0.01361731,0.0009982103,0.01171689,0.0093717,8.93876,0.0001223059,0.01938403,0.127192,1.6294,0.1171556,0.0001815654,0.0002072967,0.01215757,0.2413275,0.3506227,0.08056946,0.04065821,0.04842139,0.03931541,0.02893848,0.0001762554,1.568864,0.008236687,0.003047595,0.02310614,0.06950692,17.83501,1.148022,5.999317,6.38974,14.98671,4.440828,13.21982,29.71994
333,0.02490381,0.001120792,0.001367065,0.03559674,0.030114,0.1855468,0.009444666,0.002306797,0.05356752,0.001993271,0.0140499,0.003027741,0.0002213876,0.01992892,0.0137324,0.0008483638,0.0009117009,0.0402653,0.001150192,0.02263763,8.540505E-05,0.03288982,9.676324E-05,0.01534054,0.07155051,0.002503019,0.002360466,0.0002225662,0.001693663,3.397109E-05,0.001133922,0.0004438597,0.0001978803,0.01824415,0.0002979518,0.002152861,0.0004324072,3.372193E-06,2.608505E-05,0.001857081,0.06165917,0.0077853,0.3225306,0.002405912,0.0136601,0.0009978064,0.01204704,0.009245953,8.778856,0.0001218993,0.01946875,0.1278977,1.649503,0.1163661,0.0001803428,0.0002018619,0.01252242,0.2564421,0.3826421,0.09279269,0.04492681,0.05311182,0.03497572,0.02771622,0.0001803885,1.62494,0.009475519,0.003375845,0.01914798,0.07086428,18.2734,1.029375,7.439351,7.237753,14.56983,3.457533,11.72329,28.53095
334,0.02488306,0.001117995,0.001365525,0.03553085,0.03011195,0.1854726,0.009438312,0.002300292,0.05350853,0.001997094,0.01419671,0.003029379,0.0002229787,0.01996544,0.01364988,0.0008474489,0.0009295834,0.04000076,0.001147532,0.02320769,8.540714E-05,0.03241043,9.97973E-05,0.01535473,0.07145043,0.002709146,0.002380711,0.00022728,0.001748827,3.379138E-05,0.001137102,0.0004439973,0.0001971951,0.01945359,0.0002944491,0.002076679,0.0004199631,3.416062E-06,2.599218E-05,0.001856367,0.06103773,0.007740812,0.3252614,0.002403505,0.01370638,0.0009878257,0.01211819,0.009148747,8.720039,0.0001218003,0.01953136,0.1282038,1.66333,0.1175742,0.0001803701,0.0001965435,0.01254216,0.2506047,0.4157225,0.1086909,0.04802375,0.05631227,0.03610507,0.02773225,0.0001823242,1.701019,0.01149776,0.004870092,0.02495384,0.07259394,19.26021,1.193321,8.248549,7.477358,13.6703,3.030978,10.17378,26.16761
335,0.02485973,0.001115458,0.001365104,0.03547306,0.03010371,0.1853459,0.009433548,0.002294296,0.05345564,0.002001032,0.01430621,0.003031801,0.0002241211,0.02000513,0.01358497,0.0008476771,0.0009535422,0.04115418,0.001145312,0.0239071,8.747316E-05,0.03206517,0.0001057132,0.01540891,0.07132003,0.002883506,0.002414306,0.0002251506,0.001806411,3.379306E-05,0.001140619,0.0004591751,0.0001965393,0.02033878,0.0002704076,0.001988508,0.0003996881,3.473137E-06,2.588075E-05,0.001847834,0.06036026,0.008509562,0.32626,0.002393425,0.01372361,0.0009733318,0.01202952,0.009036325,8.798729,0.0001221983,0.01957613,0.1283491,1.66985,0.1197149,0.0001809376,0.0001963961,0.01232458,0.2306614,0.4304129,0.1195649,0.04668904,0.05579394,0.04031667,0.02902077,0.0001812703,1.798216,0.01185265,0.005829468,0.03362675,0.07407675,20.04418,1.440731,8.287792,7.226084,11.52708,2.917841,7.836029,23.38451
336,0.02483695,0.001113172,0.001365299,0.03543232,0.03009511,0.1851587,0.009428407,0.002288688,0.05340389,0.00200483,0.01438545,0.003035262,0.0002251183,0.02004629,0.01352789,0.0008484932,0.0009790848,0.04253571,0.001143811,0.0242892,9.066917E-05,0.03192373,0.0001161805,0.01593179,0.07120383,0.002948105,0.002445343,0.0002231677,0.001849188,3.406389E-05,0.001144086,0.000473996,0.0001961141,0.02016431,0.0002847518,0.001940375,0.0004179917,3.534363E-06,2.578496E-05,0.001841985,0.0600547,0.009500986,0.3265512,0.002389665,0.01373848,0.000971293,0.01216637,0.009009195,8.929777,0.0001224674,0.01961071,0.12816,1.666977,0.1217217,0.0001814801,0.0001994672,0.01232317,0.2055045,0.4329525,0.1240318,0.04589681,0.05553463,0.04562584,0.03039128,0.0001818025,1.907254,0.01083341,0.006058621,0.04084385,0.07512132,20.35279,1.624261,7.47935,6.66812,9.3467,3.276723,6.040529,19.20715
337,0.02481636,0.001111054,0.001365594,0.03541265,0.03008959,0.1849649,0.009422502,0.002282925,0.05334907,0.002008629,0.01456304,0.003042885,0.0002260802,0.02008651,0.01339784,0.0008492979,0.001004195,0.04253509,0.001143431,0.02358382,9.820234E-05,0.03207002,0.0001377388,0.01672859,0.07114197,0.002728246,0.002444103,0.0002214294,0.00181749,3.422403E-05,0.001146632,0.000477501,0.0001960387,0.01885573,0.0003324156,0.00201723,0.0004336851,3.593414E-06,2.568465E-05,0.001837752,0.06015826,0.01026029,0.3266627,0.002378052,0.01374868,0.0009752142,0.01249482,0.009048731,8.995014,0.0001227316,0.019704,0.1277998,1.657407,0.1215286,0.0001817237,0.0002038684,0.01253347,0.1810285,0.4211999,0.1215995,0.04451435,0.05343587,0.04661112,0.03057919,0.0001841628,2.017425,0.00909342,0.005345329,0.04139573,0.0755213,20.5721,1.611626,6.195863,6.052694,7.543283,4.023405,4.716107,15.40255
338,0.02479417,0.001109047,0.00136561,0.03540898,0.0300857,0.1846212,0.009414927,0.002275862,0.05328492,0.002012649,0.01473621,0.003050284,0.0002269555,0.02012387,0.01325068,0.0008496045,0.001028685,0.04308005,0.001142053,0.02331705,9.738601E-05,0.0318637,0.0001485727,0.01740131,0.0710761,0.00261008,0.002433687,0.0002217613,0.001790045,3.421698E-05,0.001147999,0.0004786783,0.0001960789,0.01777894,0.0003633158,0.002014293,0.0004519819,3.637975E-06,2.556037E-05,0.001835922,0.06066941,0.01116382,0.3267166,0.00237008,0.01374444,0.0009875303,0.01292675,0.00919542,9.109119,0.0001230349,0.01979966,0.1269126,1.637813,0.1211348,0.0001815758,0.0002082627,0.01269943,0.1618361,0.3932116,0.1115768,0.04173895,0.04995402,0.04934621,0.03089228,0.0001882767,2.055648,0.007618514,0.004968128,0.0420973,0.07485819,20.06324,1.581411,4.814212,5.289414,7.021041,5.317142,4.666494,12.54403
339,0.02476967,0.001107035,0.001364993,0.03541167,0.0300826,0.1841823,0.009406387,0.002268046,0.05321394,0.002016521,0.01489432,0.00305672,0.0002277976,0.02015888,0.01309895,0.0008494017,0.001052508,0.04432529,0.001139568,0.02367007,9.582863E-05,0.03170666,0.0001550478,0.0179343,0.07098533,0.002624833,0.002422779,0.0002238956,0.001776555,3.431231E-05,0.001147812,0.0004811337,0.0001961217,0.01750608,0.0003861499,0.002054816,0.0004563922,3.661771E-06,2.553359E-05,0.001836209,0.06138005,0.01203113,0.3267609,0.002372196,0.01371782,0.001000634,0.01325103,0.009407888,9.217129,0.0001230544,0.01987854,0.1256945,1.611666,0.1205334,0.0001810631,0.0002122709,0.01262321,0.1526743,0.3616726,0.09801275,0.03906646,0.04619418,0.05214487,0.03122728,0.0001888686,2.013019,0.006448212,0.004668546,0.04173965,0.07320045,19.19993,1.543265,3.752146,4.595449,7.422502,6.914351,5.536741,11.98356
340,0.02474117,0.001104902,0.001363523,0.03540993,0.03007776,0.1836477,0.009396958,0.002260036,0.05313616,0.002020344,0.01503003,0.003061414,0.000228554,0.02019299,0.01294415,0.0008490056,0.001075087,0.04578765,0.001136178,0.02443736,9.296121E-05,0.03140097,0.0001568484,0.01841481,0.07085858,0.002807844,0.002438084,0.0002260921,0.001826023,3.433544E-05,0.001146264,0.0004961777,0.0001960502,0.01868212,0.0003963188,0.002202286,0.0004661623,3.665942E-06,2.556938E-05,0.001836587,0.06209581,0.01270704,0.3268181,0.002381614,0.01367111,0.001012885,0.01337528,0.00964927,9.288478,0.0001228636,0.0199366,0.1243295,1.584209,0.1196713,0.0001802669,0.000215454,0.0123861,0.1523708,0.3345933,0.08412828,0.03744625,0.04304862,0.05447866,0.03151944,0.0001882216,1.911859,0.006658635,0.004466739,0.0409209,0.07086553,18.30072,1.513064,3.133855,4.127354,9.498762,8.326258,8.392458,13.45436
341,0.02470947,0.001102616,0.001361156,0.03539793,0.03007264,0.1831439,0.009386657,0.002252726,0.05305615,0.002024143,0.01516983,0.003064841,0.0002292877,0.02022805,0.01280545,0.0008488672,0.0010967,0.04618604,0.00113329,0.02527408,9.593162E-05,0.03162797,0.0001633101,0.0189734,0.07071837,0.00295209,0.002467274,0.0002271759,0.00187807,3.422146E-05,0.001143785,0.0005112225,0.0001958271,0.02042652,0.0003946565,0.002383427,0.0005008611,3.65662E-06,2.561907E-05,0.001841045,0.06277019,0.01235307,0.3272406,0.002390094,0.01364043,0.001024132,0.01345195,0.009838643,9.228232,0.0001227708,0.01999007,0.1230734,1.565308,0.1186659,0.0001792705,0.0002153774,0.01212717,0.1677205,0.3317006,0.07451121,0.03896601,0.04234029,0.05434448,0.03126289,0.0001864741,1.790959,0.007575287,0.004609822,0.0399885,0.06853818,17.84676,1.518903,3.089618,4.135836,12.42797,8.37908,12.63084,18.1648
342,0.02468128,0.001100262,0.00135811,0.03537539,0.03007342,0.1827907,0.009376446,0.002247265,0.05298094,0.00202797,0.015348,0.003069046,0.0002305728,0.02026709,0.01262784,0.0008480575,0.001110671,0.04487266,0.001132381,0.02497557,9.821105E-05,0.03239199,0.0001704306,0.01946728,0.07063567,0.002839721,0.002484259,0.0002310712,0.001889,3.416318E-05,0.001143336,0.0005088454,0.0001957225,0.02000268,0.0003885683,0.002507186,0.0005519391,3.645139E-06,2.562759E-05,0.001845101,0.06337893,0.01130664,0.3294879,0.002397882,0.01364219,0.001036186,0.013837,0.009964243,9.10153,0.0001226935,0.02006993,0.1225393,1.565325,0.1168346,0.0001779739,0.0002115457,0.0120815,0.1983463,0.3577431,0.0696595,0.04312854,0.04454132,0.04987662,0.03021665,0.0001874238,1.707988,0.00851526,0.004467544,0.0355635,0.06694975,17.64926,1.41187,3.733747,4.80786,14.43533,6.91858,14.68518,25.24137
343,0.02465811,0.001097971,0.001354974,0.0353402,0.03007642,0.1826696,0.009368465,0.002243009,0.05291645,0.002032024,0.01557349,0.003074961,0.0002321078,0.02030246,0.01236093,0.0008453823,0.00111269,0.04308234,0.001132002,0.02409798,9.597454E-05,0.03279487,0.0001657617,0.01927664,0.07059801,0.002652231,0.002482067,0.0002340951,0.001863863,3.412768E-05,0.001143428,0.00050035,0.0001954269,0.0188878,0.0003670738,0.002636401,0.000569552,3.642586E-06,2.555389E-05,0.00184184,0.06350642,0.01018097,0.3324736,0.002396983,0.01364058,0.001039368,0.01421315,0.009959502,8.957739,0.0001225612,0.02017893,0.122676,1.583008,0.1148306,0.0001764788,0.0002067027,0.01215564,0.2430625,0.3802551,0.06927033,0.04547874,0.04690222,0.04474722,0.02895367,0.0001884263,1.66529,0.009350455,0.004372351,0.03092614,0.06642779,17.71754,1.291234,4.959116,5.86645,15.68749,5.224707,15.35748,29.66234
