"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/10/2023 9:54:36 AM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,-
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_00
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
251,0.03821193,0.0116638,0.008871374,0.05363723,0.06943297,0.4324525,0.01092974,0.003215761,0.06391063,0.007356129,0.02557982,0.002230871,0.0007064934,0.04407909,0.04057381,0.001518332,0.00334231,0.100751,0.005114548,0.02557082,0.00107487,0.3214605,0.001765756,0.2217188,0.1280954,0.001224687,0.002656139,0.0005194942,0.004165664,2.595537E-05,0.01122784,0.0001825866,0.001260318,0.01075305,0.004883511,0.09359443,0.0529589,0.1183591,0.002213729,0.0118522,0.3459599,0.0483797,0.2168701,0.04648604,0.04551544,0.05383561,0.2460734,0.07737588,17.36523,0.0005314676,0.04496342,0.167699,0.06649824,0.06763544,0.007975188,0.01221197,0.5876974,2.500114,5.674702,2.452529,1.318237,1.251937,0.6832587,0.07323203,0.01187593,1.45267,0.007893431,0.01460109,0.1159506,0.1483432,44.70477,7.128901,12.28276,15.35722,33.92362,4.500071,25.74648,56.14933
252,0.03821825,0.01165886,0.008869236,0.05363963,0.06946146,0.4324431,0.0109308,0.003208093,0.06388854,0.007350377,0.02558683,0.002230936,0.0007043626,0.04420864,0.04083951,0.001507636,0.00333139,0.100609,0.00511205,0.02550145,0.001074376,0.3214287,0.001768172,0.2216788,0.1280739,0.001223028,0.002649707,0.0005195283,0.00416434,2.603599E-05,0.0112264,0.0001825373,0.001256002,0.01070967,0.004909598,0.0937468,0.05279326,0.118346,0.002211892,0.01182722,0.3458976,0.04822043,0.2168214,0.04637234,0.04529613,0.05375242,0.2456772,0.07724037,17.3641,0.0005310632,0.04495846,0.1674641,0.06615196,0.06754155,0.007975764,0.01219371,0.5873371,2.507002,5.673638,2.454881,1.316035,1.253056,0.683073,0.07321119,0.01186837,1.452689,0.007892271,0.01460023,0.1159427,0.1482981,44.70393,7.129465,12.27555,15.35691,33.92416,4.504176,25.74548,56.14825
253,0.03822443,0.01165398,0.008867104,0.05364202,0.06948991,0.4324305,0.01093154,0.003198833,0.06385381,0.007344665,0.02548601,0.00222975,0.0007109619,0.04439202,0.0402462,0.001502384,0.003337181,0.1003683,0.005115579,0.02539118,0.001072108,0.3212359,0.001725089,0.2208327,0.1280351,0.001215885,0.002646543,0.0005190267,0.004165864,2.579465E-05,0.01122518,0.0001825071,0.001251285,0.01061845,0.004908031,0.09392534,0.05269462,0.1183047,0.002209204,0.01179353,0.3454124,0.04784283,0.2167698,0.04619648,0.04503106,0.0536465,0.2444567,0.07701479,17.3622,0.0005304556,0.04488749,0.1671422,0.0658042,0.0674414,0.007976353,0.01217555,0.5868738,2.513398,5.671906,2.461453,1.313586,1.254635,0.6828916,0.07317179,0.01185926,1.452636,0.007874125,0.01432199,0.1157247,0.1481206,44.70211,7.129885,12.26809,15.35658,33.92411,4.507666,25.74613,56.14739
254,0.03823034,0.01164911,0.008864975,0.05364447,0.06951811,0.4324128,0.01093211,0.003189261,0.06381518,0.007338957,0.02535877,0.002228175,0.0007200098,0.0445919,0.03942478,0.001498826,0.003347561,0.1001024,0.005120766,0.02527482,0.001072231,0.321051,0.001687961,0.2201098,0.127992,0.001208914,0.002644528,0.0005184784,0.00416803,2.572531E-05,0.01122293,0.0001824818,0.00124651,0.01052181,0.004888202,0.09406787,0.05262415,0.1182575,0.002206302,0.01175829,0.3447997,0.04743332,0.2167255,0.04600681,0.04476352,0.05353877,0.2430187,0.07676641,17.36016,0.0005297889,0.04479891,0.1668019,0.06547181,0.06734715,0.007976929,0.01215831,0.5864004,2.517359,5.67075,2.467889,1.312668,1.255404,0.6827334,0.0731281,0.01185091,1.452574,0.007854101,0.01408426,0.1154831,0.1479142,44.70015,7.130359,12.262,15.35651,33.92418,4.509892,25.7478,56.14817
255,0.03823598,0.01164432,0.008862863,0.05364672,0.06954595,0.4323934,0.01093255,0.003179721,0.06377506,0.007333259,0.02523169,0.002226489,0.0007295005,0.0447965,0.0385745,0.001495725,0.003358888,0.09983528,0.005126179,0.02516319,0.001068654,0.3208539,0.001673741,0.2194294,0.1279483,0.001205849,0.002640161,0.0005177408,0.004169426,2.567361E-05,0.01122269,0.0001824577,0.001241768,0.01043289,0.004873574,0.09415133,0.05255971,0.1182104,0.002203402,0.0117238,0.3441588,0.04704754,0.2166927,0.04581891,0.04450576,0.05343587,0.2415539,0.07652622,17.35826,0.0005291096,0.04470865,0.1664646,0.06516161,0.06726265,0.007977512,0.01214252,0.5859479,2.515482,5.677427,2.472338,1.310667,1.25625,0.6826096,0.07308511,0.01184424,1.452513,0.007836848,0.01393869,0.1152719,0.1477122,44.69898,7.130936,12.25657,15.35671,33.92399,4.511606,25.74975,56.15041
256,0.0382415,0.0116396,0.008860794,0.05364889,0.06957369,0.4323716,0.01093293,0.003170356,0.0637344,0.007327576,0.02511287,0.002224768,0.0007388101,0.04500239,0.03775522,0.001492667,0.003370102,0.09957495,0.005131394,0.02505925,0.001067574,0.3207065,0.001656799,0.2188536,0.1279043,0.001204499,0.002634757,0.0005173656,0.004171193,2.576595E-05,0.01122191,0.0001824312,0.001237118,0.0103542,0.004824619,0.09419681,0.05260092,0.1181645,0.002200563,0.01169089,0.3435175,0.04670254,0.2166742,0.04563739,0.04426177,0.05334113,0.2401318,0.07629953,17.35642,0.0005284351,0.04462228,0.1661376,0.06487573,0.06719399,0.007978062,0.01212832,0.5855274,2.510042,5.682846,2.479819,1.308257,1.257454,0.6825208,0.07304425,0.01183959,1.452421,0.007823538,0.01386243,0.1151014,0.1475266,44.69906,7.131645,12.25381,15.35726,33.92396,4.513322,25.75163,56.15339
257,0.03824675,0.01163492,0.008858731,0.05365095,0.06960102,0.4323476,0.01093321,0.003161224,0.06369358,0.007321902,0.02500419,0.002223047,0.0007477535,0.04520858,0.03698192,0.001489746,0.00338091,0.09932364,0.005136323,0.02496365,0.001063171,0.3205349,0.001639842,0.2183246,0.1278607,0.001200552,0.002632642,0.0005169751,0.004171578,2.543394E-05,0.01122121,0.0001824024,0.001232557,0.01028548,0.004862783,0.09410637,0.05263903,0.11812,0.002197822,0.01165971,0.3428861,0.04640029,0.2166726,0.04546436,0.04403292,0.05325472,0.2387774,0.07608759,17.35481,0.0005277715,0.04454141,0.1658233,0.06461295,0.06713888,0.007978611,0.01211572,0.5851465,2.50589,5.696434,2.474886,1.308787,1.257243,0.6824774,0.07300632,0.01183685,1.452335,0.007813608,0.01382589,0.1149698,0.1473603,44.70084,7.132298,12.25272,15.35798,33.92355,4.512176,25.75304,56.15621
258,0.03825181,0.01163031,0.008856684,0.0536528,0.06962828,0.4323208,0.01093339,0.003152326,0.06365263,0.007316239,0.02490554,0.002221331,0.0007563034,0.04541469,0.03625554,0.001486805,0.003391233,0.09908204,0.005140961,0.02487599,0.001063748,0.3203864,0.001627111,0.2178964,0.1278175,0.001199024,0.002628419,0.0005163527,0.004172468,2.519263E-05,0.01122022,0.0001823734,0.00122809,0.01022487,0.004874934,0.09401812,0.05273569,0.1180766,0.002195191,0.01163029,0.342265,0.04613676,0.2166866,0.04529961,0.04381859,0.05317665,0.2374969,0.07588873,17.35342,0.0005271225,0.04446657,0.1655222,0.06437199,0.06709558,0.007979145,0.01210464,0.5848113,2.507983,5.706707,2.466503,1.30971,1.256757,0.6824819,0.07297112,0.01183578,1.452288,0.007806286,0.01380932,0.1148701,0.1472133,44.7044,7.133097,12.25625,15.3589,33.92349,4.510616,25.7529,56.15839
259,0.03825669,0.01162581,0.008854673,0.05365468,0.0696552,0.4322928,0.01093354,0.003143666,0.06361178,0.00731061,0.02481628,0.002219638,0.0007644726,0.04562073,0.03557307,0.001483846,0.003401076,0.09884997,0.005145364,0.02479524,0.001064107,0.3202754,0.001606817,0.2175371,0.1277749,0.00119709,0.002624362,0.0005161748,0.004173069,2.526947E-05,0.01121879,0.0001823467,0.0012237,0.01017096,0.004842195,0.09388292,0.05283192,0.1180343,0.002192673,0.01160299,0.3416555,0.04590449,0.2167168,0.04514319,0.04361805,0.05310664,0.2362943,0.07570186,17.35246,0.0005264895,0.04439761,0.1652336,0.06415082,0.06706233,0.007979665,0.01209504,0.584525,2.503694,5.70845,2.475134,1.308895,1.257018,0.6825354,0.07293896,0.01183624,1.452362,0.007800941,0.01380127,0.1147946,0.1470848,44.70912,7.133852,12.25922,15.35974,33.92352,4.507701,25.75109,56.15911
260,0.03826142,0.01162134,0.008852694,0.05365653,0.06968225,0.4322624,0.0109336,0.003135264,0.0635712,0.007304997,0.02473542,0.002217955,0.0007722733,0.0458267,0.0349314,0.001480844,0.003410463,0.09862784,0.005149566,0.0247209,0.001062806,0.3201008,0.001606466,0.2172339,0.127733,0.001196674,0.002619259,0.0005160577,0.004174632,2.513371E-05,0.01121709,0.0001823189,0.001219397,0.0101227,0.004837205,0.09371866,0.05299794,0.1179933,0.002190273,0.01157742,0.3410589,0.04570025,0.2167607,0.04499471,0.04343041,0.05304424,0.2351671,0.07552748,17.35163,0.0005258828,0.04433448,0.1649579,0.06394673,0.06703961,0.007980175,0.01208593,0.584283,2.505909,5.706586,2.478136,1.306777,1.258319,0.6826288,0.07290943,0.01183811,1.452591,0.007796992,0.01379682,0.1147376,0.1469736,44.71412,7.134581,12.26265,15.36032,33.92345,4.503843,25.74977,56.15618
261,0.03826601,0.01161696,0.008850742,0.05365832,0.0697087,0.4322314,0.01093363,0.003127104,0.06353089,0.007299407,0.02466199,0.002216309,0.0007797338,0.04603265,0.03432659,0.001477804,0.003419408,0.0984141,0.005153548,0.02465212,0.001060255,0.3199462,0.001609114,0.2169372,0.1276914,0.00119641,0.002614206,0.0005154714,0.004175868,2.497002E-05,0.01121583,0.0001822906,0.001215175,0.01007906,0.004755028,0.09357816,0.05318336,0.1179523,0.002187977,0.01155322,0.3404735,0.04551834,0.2168191,0.04485364,0.04325448,0.05298903,0.2341026,0.07536446,17.35113,0.0005252966,0.0442767,0.1646926,0.06375844,0.06702726,0.007980681,0.01207796,0.5840819,2.508921,5.709207,2.47715,1.306507,1.258309,0.6827558,0.07288224,0.0118411,1.453012,0.007794194,0.01379383,0.1146944,0.146877,44.71888,7.135232,12.26449,15.36059,33.92358,4.502569,25.74771,56.15343
262,0.03827042,0.01161267,0.008848784,0.05366009,0.06973537,0.4321985,0.01093359,0.003119156,0.06349081,0.007293859,0.02459499,0.00221468,0.0007868831,0.04623859,0.03375563,0.001474717,0.003427945,0.09820796,0.00515736,0.02458827,0.00106338,0.3197832,0.001612448,0.2166888,0.1276507,0.001193455,0.002610673,0.0005154734,0.004176363,2.491117E-05,0.01121411,0.0001822642,0.00121104,0.01004003,0.00477914,0.09326159,0.05340948,0.1179118,0.002185784,0.01153016,0.3398999,0.04535836,0.2168914,0.04471923,0.04308821,0.05293988,0.2330997,0.0752119,17.35091,0.0005247275,0.04422392,0.1644384,0.06358435,0.06702463,0.007981157,0.01207123,0.5839174,2.515674,5.708959,2.476906,1.30415,1.259665,0.6829081,0.07285754,0.01184502,1.453629,0.007792278,0.01379142,0.1146613,0.1467941,44.72285,7.135781,12.26288,15.36055,33.9235,4.503931,25.74629,56.15011
263,0.03827459,0.01160845,0.008846888,0.05366187,0.06976174,0.4321654,0.0109335,0.003111396,0.06345112,0.007288338,0.0245337,0.002213074,0.0007937386,0.04644453,0.03321563,0.001471604,0.003436095,0.09800883,0.00516096,0.02452925,0.001065111,0.3196268,0.001610081,0.216478,0.1276104,0.001191701,0.002607088,0.0005153142,0.004177674,2.48947E-05,0.01121277,0.0001822385,0.001206989,0.0100051,0.004876068,0.09283125,0.05363077,0.1178712,0.002183685,0.0115083,0.3393415,0.04521913,0.2169777,0.04459109,0.04293179,0.0528966,0.232153,0.07506984,17.35111,0.0005241748,0.04417561,0.1641937,0.06342331,0.06703043,0.007981632,0.01206572,0.5837799,2.514032,5.719602,2.475243,1.304248,1.259404,0.6830788,0.07283473,0.01184951,1.454384,0.007790945,0.01378933,0.1146358,0.1467231,44.72597,7.136316,12.25903,15.3603,33.92326,4.506217,25.74569,56.14786
264,0.03827878,0.01160431,0.008844974,0.05366369,0.0697878,0.4321327,0.0109334,0.003103844,0.06341173,0.007282839,0.02447775,0.002211502,0.000800318,0.04665058,0.03270431,0.001468457,0.003443869,0.09781732,0.005164385,0.02447468,0.001064403,0.3195107,0.00160741,0.2162891,0.1275708,0.001188384,0.00260459,0.0005147092,0.004179175,2.462318E-05,0.01121087,0.0001822131,0.00120302,0.009973899,0.004910418,0.09238986,0.05387178,0.1178311,0.002181677,0.01148766,0.338801,0.04509664,0.2170757,0.04446918,0.04278492,0.05285882,0.23126,0.07493756,17.35168,0.0005236367,0.04413157,0.1639587,0.06327443,0.06704367,0.007982094,0.0120614,0.5836666,2.523936,5.715489,2.476489,1.305696,1.257357,0.6832687,0.07281342,0.01185451,1.455184,0.007789974,0.01378752,0.1146159,0.1466624,44.72808,7.13692,12.25775,15.36011,33.92363,4.510151,25.74599,56.14687
265,0.03828289,0.01160026,0.008843104,0.05366565,0.06981403,0.4320827,0.01093363,0.00310069,0.06339419,0.007277379,0.02420946,0.002206555,0.0007918721,0.04677499,0.03223476,0.001458294,0.003423142,0.09778824,0.005166096,0.02442624,0.001053958,0.3196373,0.001507382,0.2152881,0.127566,0.001192084,0.002602549,0.0005140729,0.004179639,2.43836E-05,0.01120801,0.0001820995,0.001199714,0.01006706,0.004837364,0.09188416,0.05408319,0.1177215,0.002181539,0.0114866,0.3386779,0.04516937,0.2171868,0.04445708,0.0427132,0.0528566,0.2298219,0.07486296,17.35369,0.0005234816,0.04394328,0.1638918,0.06314447,0.06706615,0.007982543,0.01205813,0.5835758,2.521667,5.727119,2.47696,1.30819,1.25651,0.6834726,0.07282273,0.01186405,1.456021,0.007751991,0.01360972,0.1141076,0.1463794,44.72749,7.137352,12.25507,15.35992,33.92343,4.512144,25.74536,56.14843
266,0.03828697,0.01159626,0.008841254,0.05366776,0.06983971,0.4320273,0.01093393,0.003098984,0.06338559,0.007271961,0.02390006,0.002200669,0.0007793502,0.04687386,0.03179431,0.001446113,0.003393915,0.09781174,0.005167361,0.02438162,0.0010476,0.3197861,0.001452854,0.2144554,0.1275704,0.001195426,0.002599749,0.0005147551,0.004179119,2.435684E-05,0.01120673,0.0001819562,0.00119666,0.01018588,0.004810795,0.09139518,0.05428225,0.117588,0.002182009,0.0114918,0.3386891,0.04528924,0.21731,0.04448058,0.04266734,0.05286753,0.2282819,0.07480974,17.35621,0.0005234564,0.04372166,0.1638823,0.06302573,0.0670962,0.007982999,0.01205604,0.5835075,2.519141,5.734962,2.480146,1.309401,1.256887,0.6836982,0.07284191,0.01187497,1.456809,0.007710987,0.01346648,0.1135473,0.1460482,44.72559,7.137791,12.25119,15.35988,33.92338,4.510953,25.74554,56.14838
267,0.0382911,0.01159236,0.008839427,0.05366991,0.06986573,0.431972,0.0109342,0.003097783,0.0633795,0.007266561,0.02360322,0.002194638,0.000766208,0.0469645,0.03137837,0.001433518,0.003362615,0.09785068,0.005168688,0.02433952,0.001045228,0.3198653,0.001415528,0.2137326,0.1275778,0.001198641,0.002596779,0.0005149398,0.004178413,2.439891E-05,0.01120458,0.0001818082,0.001193739,0.01029885,0.004753211,0.09098992,0.05444163,0.1174466,0.002182661,0.01149873,0.3387396,0.04540986,0.2174462,0.04451483,0.04263121,0.0528845,0.2267763,0.07476523,17.35901,0.0005234776,0.0435031,0.1638931,0.06291586,0.06713305,0.007983468,0.01205511,0.5834582,2.530898,5.725474,2.486153,1.312475,1.256216,0.6839488,0.07286423,0.01188643,1.457477,0.00767683,0.01338378,0.113061,0.1457245,44.72305,7.138179,12.246,15.35983,33.92321,4.508928,25.74603,56.14791
268,0.03829521,0.01158853,0.008837605,0.05367219,0.06989127,0.4319169,0.01093447,0.003096796,0.06337402,0.007261207,0.02333305,0.00218874,0.0007534951,0.04705227,0.03098415,0.001420994,0.003331274,0.09789354,0.005170204,0.02429975,0.001039288,0.3199536,0.001387334,0.2131171,0.1275859,0.001200329,0.002595397,0.0005156636,0.004177116,2.424862E-05,0.01120298,0.0001816574,0.001190899,0.01039824,0.004705622,0.09055559,0.05463565,0.1173034,0.002183367,0.01150596,0.3387957,0.04551506,0.2175946,0.04455188,0.04259958,0.05290495,0.2253414,0.07472543,17.36203,0.0005235155,0.0432986,0.1639129,0.06281333,0.06717634,0.007983956,0.01205531,0.5834299,2.529941,5.72831,2.491941,1.316147,1.255568,0.6842247,0.07288714,0.01189788,1.457975,0.007650868,0.01334271,0.1126757,0.1454292,44.72045,7.138476,12.23912,15.35994,33.92307,4.507801,25.74626,56.14792
269,0.03829938,0.0115848,0.008835841,0.0536747,0.06991713,0.4318628,0.01093472,0.003095889,0.06336891,0.007255878,0.02309108,0.00218304,0.000741484,0.04713887,0.030615,0.001408724,0.003300494,0.09793687,0.005171879,0.02426263,0.001037805,0.3200701,0.001373869,0.2125922,0.1275943,0.00120215,0.002593886,0.0005162772,0.004175867,2.424962E-05,0.01120142,0.0001815104,0.001188122,0.01048454,0.004679011,0.09010989,0.05479195,0.1171602,0.002184077,0.0115131,0.3388517,0.04560461,0.2177553,0.04458874,0.04257076,0.05292768,0.2239885,0.07468931,17.36532,0.0005235624,0.04311034,0.1639371,0.06271648,0.06722411,0.007984469,0.01205657,0.5834179,2.532846,5.725605,2.497607,1.318121,1.256033,0.6845188,0.07290989,0.01190911,1.458289,0.007632161,0.01332366,0.1123758,0.1451612,44.71805,7.138821,12.23274,15.36002,33.92266,4.508314,25.74751,56.14698
270,0.03830371,0.01158112,0.008834059,0.05367729,0.06994258,0.4318111,0.01093497,0.003095038,0.06336401,0.007250579,0.02287502,0.002177571,0.0007302041,0.04722468,0.03026568,0.001396721,0.003270469,0.09797897,0.00517375,0.02422767,0.001036162,0.3201577,0.001365406,0.2121487,0.1276033,0.00120525,0.002592249,0.0005158281,0.004176936,2.428549E-05,0.01119987,0.0001813688,0.001185389,0.01055886,0.004703473,0.08961276,0.0549073,0.117018,0.00218478,0.01152003,0.3389046,0.04567745,0.2179277,0.04462488,0.04254407,0.05295234,0.2227145,0.07465549,17.36895,0.0005236126,0.04293814,0.1639645,0.06262495,0.0672756,0.007984997,0.01205878,0.5834239,2.521945,5.74347,2.497707,1.316817,1.257624,0.684829,0.07293221,0.01192022,1.45842,0.007618801,0.01331458,0.1121436,0.1449188,44.71634,7.139168,12.22688,15.36012,33.9226,4.509211,25.74994,56.14769
271,0.03830807,0.01157752,0.00883231,0.0536799,0.06996805,0.4317613,0.01093522,0.003094249,0.06335922,0.007245312,0.02268199,0.002172326,0.0007196011,0.04731003,0.02993361,0.001385,0.003241229,0.09801958,0.005175754,0.02419474,0.001041208,0.3201772,0.001364066,0.2117561,0.1276126,0.001208505,0.002589467,0.0005160609,0.004176288,2.407973E-05,0.0111984,0.0001812273,0.001182713,0.01062263,0.004692486,0.08919916,0.0549917,0.1168768,0.002185469,0.01152675,0.338951,0.04573386,0.2181107,0.0446597,0.04251983,0.05297878,0.2215165,0.07462414,17.37284,0.0005236677,0.04278146,0.1639945,0.06253927,0.06733157,0.007985542,0.01206189,0.5834541,2.530165,5.736363,2.500075,1.318918,1.258109,0.6851534,0.07295413,0.01193102,1.458385,0.007609285,0.01330996,0.1119663,0.1446996,44.71566,7.139429,12.22358,15.36042,33.92222,4.508148,25.75124,56.15051
272,0.03831248,0.011574,0.008830573,0.05368251,0.06999341,0.4317132,0.01093545,0.00309366,0.06335487,0.007240084,0.02250899,0.002167296,0.0007096322,0.04739504,0.02961731,0.001373536,0.003212758,0.09805705,0.005177689,0.02416372,0.001039067,0.3202347,0.001359944,0.2114126,0.1276219,0.001208033,0.00259077,0.0005159336,0.004176316,2.401308E-05,0.01119662,0.0001810882,0.001180071,0.01067781,0.004705965,0.08870803,0.05508482,0.1167366,0.002186147,0.01153317,0.3389916,0.04577638,0.2183038,0.04469351,0.04249724,0.05300675,0.2203893,0.07459459,17.37708,0.000523725,0.04264116,0.1640267,0.06245962,0.0673923,0.007986118,0.01206584,0.5835118,2.531705,5.739386,2.498646,1.321582,1.258227,0.6854978,0.07297583,0.01194145,1.458242,0.007602524,0.01330721,0.1118323,0.1445023,44.7162,7.139729,12.22272,15.36086,33.92222,4.50545,25.7518,56.15262
273,0.03831698,0.01157053,0.00882885,0.0536853,0.07001887,0.4316669,0.01093568,0.003093178,0.06335056,0.007234887,0.02235359,0.002162491,0.000700239,0.04747966,0.02931579,0.001362348,0.00318506,0.09809365,0.005179742,0.02413489,0.001042575,0.3202802,0.001354029,0.2111145,0.1276319,0.001211998,0.002587111,0.0005163782,0.004175951,2.394646E-05,0.01119421,0.0001809511,0.001177471,0.01072566,0.004720035,0.08824332,0.05517576,0.1165981,0.002186826,0.01153934,0.3390293,0.0458084,0.2185084,0.04472677,0.04247696,0.05303588,0.2193288,0.07456686,17.38154,0.0005237853,0.04251435,0.1640611,0.06238664,0.06745767,0.007986694,0.01207053,0.5835993,2.531331,5.745512,2.496988,1.32322,1.25932,0.6858525,0.07299738,0.01195169,1.458069,0.007597664,0.0133052,0.1117313,0.144325,44.71766,7.139995,12.22114,15.36121,33.9219,4.503063,25.75142,56.15318
274,0.03832151,0.01156714,0.008827158,0.05368799,0.07004427,0.4316236,0.01093591,0.003092737,0.06334663,0.00722971,0.0222136,0.002157881,0.0006913716,0.04756405,0.02902808,0.001351427,0.003158107,0.09812964,0.005181863,0.02410783,0.001044093,0.3202865,0.001352276,0.2108192,0.1276421,0.001212702,0.00258651,0.0005167593,0.004175577,2.402847E-05,0.01119231,0.000180815,0.001174904,0.01076715,0.004748953,0.0877139,0.05531598,0.1164613,0.002187501,0.01154531,0.3390608,0.045833,0.2187219,0.04475933,0.04245821,0.05306599,0.2183294,0.07454156,17.38629,0.0005238483,0.04239959,0.1640974,0.06232045,0.06752682,0.007987308,0.01207591,0.5837088,2.531871,5.752899,2.493741,1.325315,1.259217,0.686215,0.07301863,0.01196179,1.457894,0.007594072,0.01330346,0.1116547,0.1441657,44.71981,7.140136,12.21993,15.36143,33.92181,4.503318,25.75088,56.15218
275,0.03832609,0.01156381,0.008825465,0.05369088,0.07006952,0.4315821,0.01093615,0.003092341,0.06334283,0.007224583,0.02208725,0.00215347,0.0006829856,0.04764829,0.02875329,0.00134075,0.003131885,0.09816488,0.005184085,0.02408268,0.001042516,0.3203305,0.001351952,0.2105603,0.1276529,0.001215872,0.002583948,0.0005164537,0.004176097,2.405304E-05,0.0111906,0.000180679,0.00117237,0.01080412,0.00474555,0.08723472,0.05539078,0.1163264,0.002188174,0.01155112,0.3390864,0.04585211,0.2189445,0.04479133,0.0424419,0.05309688,0.2173908,0.07451794,17.39146,0.0005239137,0.04229573,0.1641347,0.06226034,0.06759993,0.007987924,0.01208191,0.5838451,2.522698,5.764628,2.497133,1.328009,1.258463,0.6865951,0.07303937,0.01197159,1.457742,0.007591247,0.01330178,0.1115967,0.1440222,44.72234,7.140097,12.21787,15.36139,33.92123,4.504928,25.75026,56.15126
276,0.03833078,0.01156056,0.008823787,0.05369379,0.07009482,0.4315428,0.01093641,0.003091977,0.0633394,0.007219483,0.02197293,0.002149247,0.0006750415,0.04773229,0.02849075,0.001330284,0.003106378,0.09819981,0.005186372,0.02405963,0.001047264,0.3203493,0.001364541,0.2103114,0.127664,0.001216327,0.002583941,0.0005163175,0.004175887,2.402504E-05,0.01118901,0.0001805451,0.00116987,0.01083669,0.004769944,0.0867337,0.0554853,0.1161922,0.002188845,0.01155679,0.3391094,0.04586844,0.2191772,0.04482271,0.04242694,0.05312837,0.2165056,0.07449622,17.39697,0.0005239809,0.04220174,0.1641735,0.0622047,0.067676,0.007988563,0.01208849,0.5840063,2.529417,5.765081,2.49215,1.329075,1.258336,0.6869692,0.07306007,0.011981,1.457645,0.007588911,0.01330025,0.1115531,0.1438935,44.72473,7.140065,12.21837,15.36128,33.9211,4.506496,25.7514,56.14977
277,0.03833551,0.01155736,0.008822113,0.05369687,0.07012022,0.4314563,0.01093553,0.003086634,0.06331827,0.007214424,0.02209323,0.002148787,0.000664753,0.04779023,0.02825976,0.001316164,0.003071829,0.09809618,0.00519411,0.02396192,0.001058162,0.3199729,0.001475182,0.2111095,0.1276598,0.001207748,0.002577099,0.0005166673,0.004172215,2.409553E-05,0.0111839,0.0001804847,0.001165458,0.0108033,0.00487755,0.0863363,0.05546258,0.1161397,0.002188586,0.01154012,0.3390031,0.04575313,0.2194183,0.04478112,0.0422092,0.05310902,0.2162422,0.0743742,17.40143,0.0005239062,0.04227564,0.164098,0.06214555,0.0677574,0.007989224,0.0120956,0.584195,2.52963,5.761154,2.501092,1.32882,1.260896,0.6873382,0.07307345,0.01198873,1.457631,0.007632307,0.01369607,0.1121046,0.144188,44.72779,7.140392,12.22008,15.3612,33.92132,4.507567,25.75162,56.15127
