"<HEADER software/>"
EwEVersion,"6.7.0.17868 (compiled 5/31/2022)"
Date,"8/10/2023 9:54:36 AM"
"<HEADER ecopath/>"
ModelName,1
"<HEADER ecosim/>"
EcosimScenario,sim-spa_01
TimeSeries,-
StartYear,1980
"<HEADER ecospace/>"
EcospaceScenario,spa_00
MapRows,53
MapCols,131
MapCellLength,14.84601
MapCellSize,0.1335878
MapLatitude,31.00668
MapLongitude,-98
NoActiveCells,5258
EcoSpaceTimeStepLength,0.0833333358168602
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",494806.705026413
"Number of cells",2245

TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
89,0.03642082,0.01209697,0.009353572,0.05168224,0.06335337,0.4186502,0.01022314,0.003597923,0.06095394,0.008856041,0.02448208,0.002201417,0.002374648,0.01810481,0.01016879,0.00361555,0.007102277,0.08187419,0.006831143,0.02722275,0.0009833856,0.3025889,0.001431461,0.2049511,0.1270291,0.001246903,0.002792466,0.0004951078,0.004312503,2.306009E-05,0.01220706,0.0001929534,0.002086359,0.01180267,0.004758526,0.09524629,0.07623827,0.1354684,0.002137015,0.01172175,0.2836508,0.04354909,0.155258,0.04181578,0.0523771,0.05570331,0.257611,0.07286394,16.90168,0.0005296579,0.04407248,0.1748744,0.04908575,0.07489901,0.00804741,0.01219536,0.606316,2.237853,5.140647,2.230771,1.151251,1.076937,0.6583933,0.05765536,0.01268653,1.622749,0.00780163,0.01504139,0.1139413,0.136771,45.4118,7.124239,12.59908,15.38903,33.94283,4.512904,25.73917,56.14921
90,0.03643203,0.01209608,0.009350608,0.05170517,0.06340289,0.4187168,0.01022582,0.003593401,0.06095676,0.008838383,0.02440384,0.002196441,0.002369312,0.01825321,0.009890968,0.003608485,0.007089151,0.08196507,0.006814141,0.02718288,0.0009860267,0.302685,0.001438207,0.2051322,0.1270352,0.001244425,0.00279287,0.0004956131,0.00431162,2.316817E-05,0.01217136,0.000192838,0.002079983,0.01188141,0.004792268,0.09460529,0.07616019,0.1352958,0.002138442,0.01173034,0.2833783,0.04376578,0.1557945,0.04188954,0.05232476,0.05573949,0.2568945,0.07292955,16.91013,0.000529629,0.04402464,0.1749357,0.04942717,0.07514074,0.008045555,0.01221107,0.6073776,2.235036,5.156006,2.231147,1.151564,1.078973,0.6595337,0.05784113,0.01269547,1.621413,0.007803972,0.01504411,0.1139802,0.1364552,45.39875,7.12424,12.59359,15.38861,33.94263,4.514513,25.73938,56.15066
91,0.03644348,0.01209526,0.009347613,0.05172785,0.06345254,0.4187903,0.01022853,0.003589146,0.06096016,0.00882085,0.02433194,0.002191703,0.002364075,0.01840292,0.009631735,0.003601606,0.007076189,0.0820538,0.006798133,0.02714629,0.0009856297,0.3028892,0.001445657,0.2052905,0.1270418,0.001244581,0.00279203,0.0004968081,0.004311424,2.3099E-05,0.01213634,0.0001927282,0.002073629,0.01194976,0.004795168,0.09406141,0.0760718,0.1351234,0.002139866,0.01173896,0.283102,0.04395929,0.1563347,0.04196292,0.05227859,0.05577637,0.2562031,0.07299255,16.91877,0.0005296065,0.04398427,0.1749981,0.04977608,0.07538065,0.008043728,0.01222643,0.6084268,2.236952,5.167368,2.23104,1.149812,1.080599,0.6606542,0.05801624,0.01270399,1.619928,0.007805454,0.01504506,0.1140133,0.1361688,45.38587,7.124104,12.58681,15.38823,33.94286,4.515178,25.74033,56.15135
92,0.03645514,0.01209446,0.009344642,0.05175066,0.06350195,0.4188677,0.01023133,0.003585151,0.06096424,0.008803437,0.02426577,0.002187206,0.002358932,0.01855396,0.009389779,0.003594935,0.007063412,0.08213995,0.006783054,0.0271154,0.0009894212,0.3030456,0.001445459,0.2054186,0.1270491,0.001246559,0.002790389,0.0004971767,0.004312136,2.310571E-05,0.01210063,0.0001926209,0.002067308,0.01200937,0.00481273,0.09352507,0.07604614,0.1349516,0.002141272,0.01174755,0.2828213,0.04413113,0.1568783,0.04203546,0.05223779,0.05581336,0.2555329,0.07305335,16.92742,0.0005295873,0.04395087,0.1750602,0.05013164,0.07561895,0.008041923,0.01224172,0.609455,2.233468,5.176442,2.237652,1.150569,1.080048,0.6617565,0.05818187,0.01271202,1.618291,0.007806195,0.0150452,0.1140411,0.135909,45.37344,7.123934,12.5845,15.38778,33.94279,4.515741,25.74016,56.15288
93,0.03646703,0.01209379,0.009341656,0.05177338,0.06355135,0.4189508,0.01023416,0.003581394,0.06096927,0.008786165,0.02420504,0.002182941,0.00235389,0.01870628,0.009163667,0.003588416,0.007050801,0.08222416,0.006768827,0.02708791,0.0009886639,0.3032676,0.001440433,0.2055294,0.1270571,0.001250972,0.002787285,0.0004977192,0.004312503,2.324772E-05,0.01206508,0.0001925148,0.002061028,0.01206119,0.004855713,0.09303831,0.07603892,0.1347804,0.002142663,0.01175611,0.28254,0.04428641,0.1574253,0.04210635,0.05220216,0.05584994,0.2548885,0.07311147,16.936,0.0005295741,0.04392359,0.1751228,0.05049445,0.07585574,0.008040125,0.01225697,0.6104632,2.233132,5.182292,2.240225,1.1502,1.080685,0.6628436,0.058339,0.01271967,1.616603,0.00780635,0.01504485,0.1140646,0.1356736,45.36124,7.123696,12.58404,15.38736,33.94314,4.51418,25.74047,56.1535
94,0.03647908,0.01209313,0.009338655,0.0517961,0.0636006,0.4190371,0.01023704,0.003577842,0.06097487,0.008768998,0.02414924,0.002178887,0.002348973,0.01885995,0.008952004,0.003582057,0.007038368,0.08230571,0.006755444,0.02706295,0.0009908944,0.3034151,0.001444893,0.2056366,0.1270659,0.001252067,0.00278648,0.0004980827,0.004313806,2.329653E-05,0.0120293,0.0001924097,0.002054779,0.01210724,0.004845531,0.09260369,0.07604001,0.1346098,0.002144045,0.01176456,0.2822561,0.04442565,0.1579755,0.04217647,0.05217087,0.05588538,0.2542658,0.07316683,16.94464,0.0005295649,0.04390189,0.1751859,0.05086416,0.07608978,0.008038374,0.01227221,0.6114478,2.230345,5.189982,2.241785,1.151006,1.08083,0.6639175,0.05848795,0.01272685,1.614943,0.007806177,0.01504413,0.1140833,0.1354602,45.34903,7.123419,12.585,15.38693,33.9432,4.513845,25.74096,56.15367
95,0.03649135,0.01209251,0.009335638,0.05181859,0.06364971,0.4191275,0.01023995,0.003574505,0.06098124,0.008751981,0.0240981,0.002175055,0.002344195,0.019015,0.008753731,0.00357587,0.007026119,0.08238549,0.006742896,0.02704013,0.0009943165,0.3036041,0.001447298,0.2057256,0.127075,0.001257255,0.002782387,0.0004982898,0.004315082,2.337651E-05,0.01199389,0.0001923036,0.002048567,0.01214805,0.004877481,0.0921639,0.07608918,0.1344409,0.002145416,0.01177291,0.2819717,0.04454955,0.1585288,0.04224598,0.05214368,0.05592027,0.2536701,0.07321966,16.95314,0.0005295594,0.04388556,0.175249,0.05124057,0.07632066,0.008036627,0.01228737,0.6124056,2.225861,5.195306,2.245407,1.151342,1.082015,0.6649784,0.05862949,0.0127335,1.613349,0.007805812,0.01504326,0.1140978,0.1352669,45.33667,7.123063,12.5887,15.38638,33.94315,4.513289,25.7407,56.15463
96,0.03650381,0.01209195,0.009332642,0.05184102,0.06369863,0.4192232,0.01024296,0.003571363,0.06098816,0.008735064,0.02405122,0.002171426,0.002339487,0.01917131,0.008567722,0.003569833,0.00701405,0.08245949,0.006731112,0.02701942,0.0009957229,0.3037628,0.001442409,0.2058043,0.1270847,0.001262208,0.002778174,0.0004989342,0.004315754,2.350363E-05,0.01195743,0.0001921978,0.002042388,0.01218461,0.00479369,0.09185694,0.07619386,0.1342727,0.002146792,0.01178119,0.281683,0.04466075,0.1590841,0.04231499,0.05212048,0.05595404,0.2530972,0.07327025,16.96152,0.0005295583,0.04387381,0.1753121,0.05162374,0.07654889,0.008034909,0.01230244,0.6133428,2.224153,5.192765,2.253628,1.150895,1.082199,0.6660258,0.05876391,0.01273989,1.611896,0.007805347,0.01504247,0.1141098,0.1350923,45.32399,7.122733,12.59547,15.38576,33.94319,4.511762,25.73984,56.15478
97,0.03651639,0.01209145,0.009329631,0.05186334,0.06374756,0.4192692,0.01024502,0.003562982,0.06097655,0.008718285,0.02402926,0.002168761,0.002336199,0.01933863,0.008534074,0.003559289,0.00700199,0.08252122,0.006732991,0.02688629,0.0009995485,0.3034601,0.00146921,0.2058193,0.1270714,0.001250397,0.002775367,0.0004992639,0.004313234,2.364483E-05,0.0119223,0.0001921019,0.00203281,0.01212694,0.004801041,0.09149423,0.07582842,0.134115,0.002146874,0.01176622,0.2816386,0.04445811,0.1596414,0.04228406,0.05184323,0.05592438,0.2521743,0.07319672,16.96585,0.0005293428,0.04388357,0.1752146,0.05200504,0.07678254,0.008033211,0.01231743,0.6144227,2.220079,5.201063,2.251255,1.150862,1.082845,0.6670622,0.05897616,0.01274336,1.610686,0.007812737,0.0151483,0.1142249,0.134842,45.31093,7.122341,12.60188,15.38503,33.94312,4.509388,25.73939,56.15372
98,0.03652922,0.01209095,0.009326631,0.05188546,0.06379642,0.419305,0.01024689,0.003553172,0.06096048,0.008701616,0.02401581,0.002166495,0.002333418,0.01951048,0.008546639,0.003547366,0.006990013,0.08257944,0.006739286,0.0267274,0.00100128,0.303196,0.001471209,0.2058423,0.1270521,0.001242394,0.002771351,0.0004998291,0.004310791,2.377165E-05,0.01188671,0.0001920108,0.002022183,0.01204869,0.004844545,0.09120036,0.07543242,0.1339605,0.002146574,0.01174444,0.2816721,0.04418394,0.1601995,0.04222371,0.0514995,0.05587632,0.2511783,0.07308935,16.9689,0.0005290617,0.04390144,0.1750685,0.05238649,0.07701564,0.008031538,0.01233213,0.6155272,2.22021,5.211151,2.244784,1.149762,1.083749,0.6680822,0.05920652,0.01274566,1.609723,0.007821092,0.01524089,0.1143505,0.1345842,45.29719,7.121872,12.60601,15.38422,33.94291,4.508867,25.7378,56.15298
99,0.03654212,0.01209047,0.009323605,0.05190761,0.06384498,0.4193388,0.01024874,0.003543143,0.06094377,0.008685072,0.02400521,0.002164426,0.002330774,0.01968467,0.008572297,0.003535026,0.006978098,0.08263586,0.006746856,0.02657083,0.0009983219,0.3030244,0.001480453,0.205858,0.1270316,0.001236163,0.002767357,0.0005009872,0.004307822,2.380222E-05,0.01185137,0.0001919203,0.002011248,0.01197286,0.004849349,0.09097272,0.0750178,0.1338067,0.002146191,0.01172145,0.2817298,0.04391601,0.1607586,0.0421572,0.05114936,0.05582433,0.2501931,0.07297765,16.9717,0.0005287653,0.04392271,0.1749083,0.05276883,0.07724475,0.008029878,0.01234642,0.6166202,2.220252,5.210134,2.250168,1.149582,1.083472,0.6690855,0.05943466,0.01274732,1.608943,0.007828204,0.01529892,0.1144608,0.1343392,45.28251,7.121389,12.60961,15.38338,33.94295,4.51027,25.73629,56.15117
100,0.03655511,0.01208997,0.009320603,0.05192959,0.06389333,0.4193742,0.01025063,0.003533281,0.06092729,0.008668682,0.02399577,0.002162487,0.002328171,0.01986057,0.008600932,0.003522682,0.006966256,0.08269203,0.006754619,0.02642461,0.0009996971,0.3028893,0.001498542,0.2058804,0.1270114,0.001231639,0.002762939,0.0005015678,0.004304782,2.371673E-05,0.01181573,0.0001918289,0.002000268,0.01190572,0.004836766,0.09093738,0.07457048,0.1336537,0.002145809,0.01169926,0.2817977,0.043675,0.1613183,0.0420926,0.05081266,0.05577287,0.2492454,0.0728701,16.97425,0.000528469,0.04394586,0.1747469,0.05315268,0.07746985,0.008028246,0.01236024,0.6176893,2.225069,5.208588,2.249353,1.150085,1.083596,0.6700481,0.05965408,0.01274855,1.608313,0.007833629,0.01532927,0.1145508,0.134112,45.26667,7.120832,12.6122,15.38237,33.94247,4.511094,25.73558,56.14911
101,0.03656819,0.01208946,0.009317582,0.05195164,0.06394167,0.419412,0.01025256,0.003523699,0.06091141,0.008652411,0.02398676,0.00216065,0.002325597,0.02003795,0.008629229,0.003510374,0.006954479,0.08274729,0.006762345,0.02629078,0.001000818,0.3026992,0.001507462,0.2058983,0.1269915,0.001229094,0.002757841,0.0005026079,0.004301681,2.370683E-05,0.0117792,0.0001917389,0.001989323,0.01184786,0.004849333,0.09103405,0.07406122,0.1335016,0.002145477,0.0116788,0.2818681,0.04346432,0.1618776,0.04203219,0.05049478,0.05572377,0.2483407,0.0727699,16.97656,0.000528177,0.04397017,0.1745869,0.05353799,0.07769068,0.008026632,0.0123736,0.6187273,2.225886,5.209949,2.250534,1.149487,1.084204,0.6709805,0.05986309,0.0127494,1.607769,0.007837479,0.0153435,0.1146223,0.133903,45.24971,7.120291,12.61312,15.38141,33.94271,4.51202,25.73474,56.14877
102,0.03658148,0.01208895,0.00931457,0.05197359,0.06398974,0.4194516,0.01025453,0.003514426,0.06089619,0.008636266,0.02397801,0.002158923,0.002323092,0.02021676,0.008656194,0.003498114,0.006942777,0.08280186,0.006769894,0.0261687,0.001004593,0.3025707,0.001512175,0.2059414,0.1269723,0.001226763,0.002752194,0.0005034789,0.0042995,2.378754E-05,0.01174641,0.000191649,0.001978459,0.01179781,0.004822806,0.09111702,0.0735947,0.1333501,0.002145174,0.01165948,0.2819391,0.04328172,0.1624364,0.04197657,0.05019594,0.05567762,0.2474753,0.07267698,16.97885,0.0005278924,0.04399534,0.1744301,0.05392343,0.07790539,0.008025036,0.01238647,0.6197308,2.229368,5.200693,2.259675,1.148577,1.085481,0.6718802,0.06006141,0.01274987,1.607227,0.007839972,0.01534942,0.1146781,0.133711,45.23182,7.119703,12.60992,15.38063,33.94341,4.512245,25.73516,56.14807
103,0.03659474,0.01208841,0.00931154,0.05199554,0.06403755,0.4194935,0.01025656,0.003505474,0.06088169,0.008620246,0.02396932,0.002157291,0.002320647,0.02039698,0.008681754,0.003486719,0.00693116,0.08285587,0.006777276,0.02605749,0.001007179,0.3024464,0.001516314,0.2060007,0.1269537,0.001223488,0.002749531,0.0005039386,0.004297768,2.404178E-05,0.01173047,0.0001915612,0.001967692,0.01175454,0.004826228,0.09127356,0.07308635,0.1331989,0.00214492,0.01164178,0.2820074,0.04312596,0.1629945,0.04192545,0.049915,0.05563357,0.2466442,0.07259158,16.98098,0.0005276141,0.04402124,0.1742769,0.05430837,0.07811382,0.008023456,0.0123989,0.6207007,2.236002,5.192328,2.265159,1.148772,1.085084,0.6727477,0.06024618,0.01274993,1.606581,0.007841425,0.0153515,0.1147218,0.1335353,45.2133,7.119077,12.60506,15.37994,33.94402,4.512987,25.73746,56.1482
104,0.03660807,0.01208789,0.009308526,0.05201753,0.06408525,0.4195379,0.01025862,0.003496839,0.06086783,0.008604345,0.02396087,0.00215576,0.002318226,0.02057856,0.008705702,0.003475659,0.006919614,0.08290924,0.006784488,0.02595627,0.001008264,0.3024224,0.00152062,0.2060224,0.1269355,0.001219728,0.002747615,0.000504231,0.004296165,2.407432E-05,0.011714,0.0001914733,0.001957034,0.01171677,0.004822026,0.09139054,0.07262357,0.1330474,0.00214471,0.01162535,0.282076,0.04299243,0.1635526,0.04187889,0.04965134,0.05559178,0.2458435,0.07251336,16.98306,0.0005273432,0.04404742,0.1741266,0.05469236,0.0783147,0.008021897,0.01241081,0.6216308,2.231798,5.193486,2.272053,1.150166,1.084929,0.6735813,0.06042023,0.01274955,1.605785,0.007842042,0.01535184,0.1147564,0.1333739,45.19434,7.118418,12.59804,15.37957,33.94437,4.5134,25.7397,56.15131
105,0.03662166,0.01208732,0.009305491,0.05203947,0.06413272,0.4195842,0.01026072,0.003488503,0.06085452,0.008588578,0.02395277,0.002154321,0.002315792,0.02076152,0.008728163,0.003464689,0.006908143,0.08296207,0.006791531,0.02586378,0.001009175,0.3023202,0.001528233,0.206036,0.1269179,0.001217986,0.002743941,0.000505187,0.004293733,2.41305E-05,0.01169921,0.0001913847,0.001946462,0.01168405,0.004846309,0.09161194,0.07206648,0.1328955,0.002144538,0.01161002,0.282143,0.04287774,0.1641109,0.04183646,0.04940279,0.05555181,0.2450666,0.07244097,16.98499,0.0005270804,0.04407389,0.1739781,0.05507507,0.07850796,0.008020359,0.01242229,0.6225192,2.237169,5.189902,2.272929,1.149895,1.085758,0.6743818,0.06058478,0.01274875,1.604816,0.007842056,0.01535156,0.1147847,0.1332264,45.17544,7.117793,12.59206,15.37956,33.94462,4.513458,25.74305,56.15432
106,0.03663517,0.01208675,0.009302444,0.05206143,0.06418002,0.4196339,0.0102629,0.003480456,0.06084192,0.008572944,0.02394487,0.00215298,0.002313362,0.02094593,0.008749316,0.003453817,0.006896746,0.08301438,0.006797805,0.02577926,0.001003491,0.3022884,0.001530037,0.2060491,0.1269002,0.001216559,0.002739991,0.000506117,0.00429145,2.411769E-05,0.01168444,0.0001912971,0.001935987,0.01165521,0.004809983,0.09197041,0.07146064,0.1327432,0.002144401,0.0115957,0.282209,0.04277675,0.1646682,0.04179799,0.04916886,0.05551308,0.2443132,0.07237415,16.98682,0.000526824,0.04410041,0.1738327,0.05545663,0.07869373,0.008018843,0.01243329,0.6233672,2.241582,5.185977,2.274748,1.150493,1.086432,0.6751477,0.06074077,0.01274761,1.603717,0.007841818,0.01535114,0.1148089,0.1330915,45.15694,7.117297,12.58911,15.37985,33.94499,4.511568,25.74643,56.15873
107,0.03664883,0.01208613,0.009299385,0.05208322,0.06422716,0.4196846,0.0102651,0.003472704,0.06083021,0.008557426,0.02393743,0.002151725,0.002310971,0.02113173,0.00876924,0.003443064,0.006885417,0.08306643,0.006803842,0.02570172,0.001003184,0.3022095,0.001527867,0.2060539,0.1268833,0.001218028,0.002733731,0.0005069577,0.004290005,2.409563E-05,0.0116712,0.0001912136,0.001925629,0.01162952,0.004853183,0.09223318,0.07091979,0.1325903,0.00214431,0.01158242,0.2822778,0.04268834,0.1652251,0.04176367,0.04894886,0.05547627,0.243586,0.07231185,16.98847,0.0005265754,0.04412718,0.1736896,0.05583714,0.07887191,0.00801733,0.01244385,0.6241757,2.24117,5.186272,2.276588,1.151778,1.08748,0.6758832,0.0608886,0.01274636,1.602529,0.007841559,0.0153508,0.1148294,0.1329693,45.13906,7.116848,12.58633,15.38034,33.94528,4.508859,25.74914,56.16345
108,0.03666254,0.01208549,0.009296324,0.052105,0.06427408,0.4197374,0.01026733,0.00346523,0.06081885,0.008542019,0.02393032,0.002150564,0.002308658,0.02131897,0.008788109,0.003432419,0.00687417,0.08311776,0.006809681,0.0256307,0.001002284,0.3022312,0.001528211,0.2060861,0.1268667,0.001219643,0.002728681,0.0005078053,0.004288935,2.424829E-05,0.0116581,0.0001911319,0.001915377,0.01160679,0.004812897,0.09256899,0.07037739,0.1324378,0.002144251,0.0115701,0.2823462,0.04261166,0.1657809,0.04173269,0.04874174,0.05544061,0.2428869,0.0722545,16.99005,0.0005263353,0.04415409,0.1735492,0.05621783,0.07904205,0.008015835,0.01245397,0.6249437,2.234942,5.196441,2.273816,1.155062,1.086265,0.6765932,0.06102881,0.01274473,1.601293,0.007841269,0.01535049,0.1148476,0.1328586,45.12186,7.116472,12.58642,15.38103,33.9453,4.504429,25.75175,56.16673
109,0.03667624,0.01208485,0.009293245,0.05212665,0.06432072,0.4198464,0.01027057,0.003465666,0.0608318,0.008526746,0.02398453,0.002151093,0.002306652,0.02150782,0.008735956,0.003427787,0.006862132,0.08339605,0.006821717,0.02567401,0.00100353,0.3027765,0.001542772,0.2070303,0.1268826,0.001230539,0.002730432,0.0005092599,0.0042908,2.43739E-05,0.01164344,0.0001910586,0.001908142,0.01175573,0.004743798,0.09286449,0.06994311,0.1323056,0.002145863,0.01158914,0.2826881,0.04296862,0.1663363,0.0418208,0.04876637,0.05547437,0.2432725,0.07240873,16.99277,0.0005263871,0.04423463,0.1735929,0.05660755,0.07920144,0.008014352,0.01246366,0.625625,2.237056,5.193731,2.280034,1.15793,1.086011,0.6772808,0.06124961,0.0127464,1.60005,0.007847737,0.01525251,0.1149651,0.1326895,45.10344,7.116255,12.58901,15.38171,33.94557,4.498963,25.75342,56.16937
110,0.03669018,0.01208416,0.009290179,0.05214834,0.06436734,0.4199715,0.01027411,0.003468646,0.06085301,0.008511582,0.02405297,0.002152223,0.002304754,0.02169836,0.008665535,0.003425216,0.006850115,0.08374089,0.006835786,0.02574976,0.000998801,0.3032139,0.001558765,0.2078364,0.1269068,0.001238903,0.002733614,0.0005105583,0.004293238,2.454746E-05,0.01163087,0.0001909909,0.001901926,0.01194364,0.004829918,0.09298727,0.06953141,0.132183,0.002147988,0.01161813,0.2831096,0.04342918,0.166891,0.04194592,0.04886351,0.05552826,0.2439607,0.07262209,16.99578,0.0005265349,0.04432872,0.1736932,0.05700184,0.07935022,0.008012885,0.012473,0.6262478,2.2366,5.200598,2.281436,1.158435,1.086418,0.6779416,0.06148858,0.01274874,1.598833,0.007854718,0.01516429,0.1150924,0.132511,45.08497,7.116037,12.59084,15.38215,33.94536,4.494394,25.75301,56.17135
111,0.0367042,0.01208349,0.00928708,0.0521699,0.06441358,0.4201043,0.01027776,0.003472444,0.06087748,0.008496529,0.02412033,0.002153588,0.002302977,0.02189063,0.008592864,0.003423403,0.006838373,0.08409861,0.006850494,0.02583023,0.001001842,0.3036323,0.001571623,0.2085115,0.1269331,0.001249056,0.002735287,0.0005120034,0.004295444,2.463197E-05,0.01161882,0.0001909248,0.001896075,0.01212705,0.004791002,0.09312627,0.06916001,0.1320654,0.00215024,0.01164946,0.2835461,0.04388727,0.1674449,0.04208111,0.04898085,0.05558589,0.2447007,0.07284418,16.99889,0.0005267129,0.04442337,0.1738088,0.05739944,0.07948926,0.008011441,0.01248208,0.6268248,2.231679,5.210499,2.282134,1.160229,1.086633,0.67857,0.06172519,0.01275096,1.597658,0.007860505,0.01510745,0.1152027,0.132338,45.06651,7.115842,12.59243,15.38219,33.94482,4.491399,25.75272,56.17018
112,0.03671834,0.0120828,0.009284018,0.05219143,0.06445973,0.420241,0.01028151,0.003476507,0.06090353,0.008481588,0.02418265,0.002155065,0.002301283,0.02208471,0.008522639,0.003421964,0.006826994,0.08445271,0.00686535,0.02590702,0.001006848,0.3039922,0.001573629,0.2091046,0.1269601,0.001257705,0.002737562,0.0005129722,0.004297697,2.489618E-05,0.01160785,0.0001908613,0.001890352,0.01229418,0.00478038,0.09332413,0.06882051,0.1319518,0.002152496,0.01168069,0.2839814,0.04431197,0.1679978,0.04221706,0.04910187,0.05564226,0.2454171,0.07305877,17.00167,0.0005268987,0.04451463,0.1739257,0.05779971,0.07961927,0.008010004,0.01249088,0.627332,2.235126,5.215857,2.27791,1.16185,1.087306,0.6791642,0.06195296,0.01275289,1.596508,0.007865001,0.01507685,0.115291,0.1321744,45.04828,7.115579,12.59293,15.38194,33.94481,4.490625,25.75234,56.16908
113,0.03673265,0.0120821,0.009280936,0.05221284,0.0645057,0.42038,0.01028533,0.003480676,0.0609261,0.008466771,0.02423958,0.002156599,0.002299723,0.02228058,0.00845592,0.003420734,0.006815992,0.08479708,0.006880246,0.02597811,0.001011407,0.3043335,0.001582216,0.2096048,0.1269867,0.001263272,0.002742545,0.0005132398,0.004300694,2.49399E-05,0.01159825,0.0001908017,0.001884707,0.0124432,0.004797047,0.09341376,0.06851409,0.1318401,0.002154712,0.01171102,0.2844039,0.04469755,0.1685497,0.04235101,0.04922135,0.0556956,0.2460922,0.07326249,17.00434,0.0005270888,0.04460163,0.17404,0.05820282,0.07974007,0.008008582,0.01249943,0.6277883,2.242643,5.212321,2.279557,1.16444,1.087179,0.6797302,0.06217001,0.0127545,1.595377,0.007868532,0.01506186,0.1153597,0.1320216,45.03012,7.115261,12.59136,15.3814,33.94479,4.491239,25.75211,56.16858
114,0.03674698,0.01208139,0.00927783,0.05223433,0.0645515,0.4205196,0.0102892,0.003484884,0.06094843,0.008452059,0.02429166,0.002158187,0.002298271,0.02247824,0.008392785,0.003419738,0.006805353,0.08513084,0.006895104,0.02604311,0.001014381,0.3046941,0.001586641,0.2100604,0.1270134,0.001271314,0.00274464,0.0005134028,0.004303987,2.500127E-05,0.01158831,0.0001907424,0.001879124,0.01257622,0.004833899,0.09348226,0.06824176,0.13173,0.002156876,0.0117397,0.2848132,0.04504424,0.1690999,0.04248225,0.04933752,0.05574527,0.2467134,0.07345437,17.00682,0.000527282,0.04468438,0.1741506,0.05860932,0.07985093,0.00800718,0.01250773,0.6282173,2.243178,5.219478,2.277316,1.166844,1.087786,0.6802646,0.06237593,0.01275585,1.594243,0.007871348,0.0150551,0.1154119,0.1318787,45.01192,7.114868,12.58845,15.38074,33.94487,4.494341,25.75224,56.16846
115,0.03676143,0.01208067,0.009274751,0.05225564,0.06459713,0.4206621,0.01029314,0.003489113,0.06097094,0.008437445,0.02433943,0.002159802,0.002296806,0.02267776,0.008333207,0.003418857,0.006795094,0.0854539,0.006909862,0.02610242,0.001014587,0.3050548,0.001594598,0.2104378,0.1270397,0.001278162,0.002747263,0.0005143527,0.004305904,2.521488E-05,0.01157829,0.0001906844,0.001873578,0.01269482,0.004856926,0.09345908,0.06803975,0.1316198,0.002158982,0.01176708,0.2852054,0.04535396,0.16965,0.04261022,0.04944943,0.05579111,0.2472894,0.0736346,17.00911,0.0005274747,0.04476302,0.1742572,0.0590182,0.07995182,0.008005795,0.01251579,0.628586,2.254856,5.216901,2.275938,1.167678,1.089241,0.6807671,0.06256792,0.01275677,1.593086,0.007873649,0.0150523,0.1154513,0.1317458,44.99337,7.114541,12.58632,15.38011,33.94498,4.497279,25.75246,56.16953
